"","class","order","family","genus","species","subspecies","common_name","female_maturity_d","adult_body_mass_g","maximum_longevity_y","C","C_E","E_alpha","I","taxaname","I_m","log_bodymass","log_C_E","log_I_m","log_E_alpha","Species","Age_at_maturity_avg_y"
"1","Aves","Accipitriformes","Accipitridae","Aquila","chrysaetos",NA,"Golden Eagle",1460,4383,48,1.60529317818846,70.632899840292,11,3518,"Aquila_chrysaetos",0.802646589094228,8.38548870041881,4.2574960393569,-0.219840775121306,2.39789527279837,NA,NA
"2","Aves","Accipitriformes","Accipitridae","Buteo","solitarius",NA,"Hawaiian Hawk",1095.7275,505,17,0.494207920792079,6.91792586023328,4.66290432612123,499.15,"Buteo_solitarius",0.988415841584158,6.22455842927536,1.93411599352105,-0.0116517774929256,1.53963849994922,NA,NA
"3","Aves","Anseriformes","Anatidae","Anas","discors",NA,"Blue-winged Teal",301.734,398.5,23.25,7.69134253450439,172.465523383923,27.124937859174,306.5,"Anas_discors",0.769134253450439,5.98770749823027,5.15019735205483,-0.262489742854004,3.30045352095197,NA,NA
"4","Aves","Anseriformes","Anatidae","Anas","strepera",NA,"Gadwall",240,850,28,6.81941176470588,186.459532634972,41.5833333333333,579.65,"Anas_strepera",0.681941176470588,6.74523634948436,5.22821423234911,-0.382811876367952,3.72769944596352,NA,NA
"5","Aves","Anseriformes","Anatidae","Aythya","affinis",NA,"Lesser Scaup",455.101,788.5,18.8,5.9495170577045,104.432753116411,14.0779717029846,471.24,"Aythya_affinis",0.597641090678503,6.67013240640309,4.64854335341515,-0.514764888025175,2.6446112851672,NA,NA
"6","Aves","Anseriformes","Anatidae","Aythya","valisineria",NA,"Canvasback",301.734,1218.666667,29.5,7.33194748158316,210.231360730243,34.6854050256186,992.8,"Aythya_valisineria",0.814660831287018,7.10551264417945,5.3482086420349,-0.204983410289056,3.54631899402492,NA,NA
"7","Aves","Apodiformes","Trochilidae","Archilochus","colubris",NA,"Ruby-throated Hummingbird",364.234,3.1425,9.1,6.94510739856802,56.2699451400922,8.11913769719466,4.85,"Archilochus_colubris",1.54335719968178,1.14501866148227,4.03016055850411,0.433960043467126,2.09422395360774,NA,NA
"8","Aves","Caprimulgiformes","Caprimulgidae","Antrostomus","vociferus",NA,"Eastern Whip-poor-will",365.25,53.7,15,3.93296089385475,55.0587587051351,13.9897330595483,52.8,"Antrostomus_vociferus",0.983240223463687,3.98341300151482,4.00840095505668,-0.0169018108026034,2.63832370769108,NA,NA
"9","Aves","Charadriiformes","Alcidae","Aethia","cristatella",NA,"Crested Auklet",1095,264,10.8,1.01893939393939,7.94772727272727,2.6,269,"Aethia_cristatella",1.01893939393939,5.57594910314632,2.07288601015107,0.018762276455523,0.955511445027437,NA,NA
"10","Aves","Charadriiformes","Alcidae","Aethia","pusilla",NA,"Least Auklet",1095,85,8.1,0.967058823529412,4.932,1.7,82.2,"Aethia_pusilla",0.967058823529412,4.44265125649032,1.5957445853021,-0.0334959544281822,0.53062825106217,NA,NA
"11","Aves","Charadriiformes","Alcidae","Alca","torda",NA,"Razorbill",1456.936,720,42,0.277777777777778,10.5578873668189,9.52208195830153,200,"Alca_torda",0.277777777777778,6.5792512120101,2.35687319830312,-1.28093384546206,2.25361351799232,NA,NA
"12","Aves","Charadriiformes","Alcidae","Alle","alle",NA,"Little Auk",1095.75,160,25,0.713415625,15.6936778274829,7.32762947752681,114.1465,"Alle_alle",0.713415625,5.07517381523383,2.75325794510684,-0.337691104138518,1.99165206352893,NA,NA
"13","Aves","Charadriiformes","Alcidae","Brachyramphus","marmoratus",NA,"Marbled Murrelet",730,222,10,0.661261261261261,5.29009009009009,4,146.8,"Brachyramphus_marmoratus",0.661261261261261,5.40267738187228,1.66583527598797,-0.413606265691864,1.38629436111989,NA,NA
"14","Aves","Charadriiformes","Alcidae","Brachyramphus","perdix",NA,"Long-billed Murrelet",730,225,10,0.652444444444444,5.21955555555556,4,146.8,"Brachyramphus_perdix",0.652444444444444,5.41610040220442,1.65241225565583,-0.427029286024005,1.38629436111989,NA,NA
"15","Aves","Charadriiformes","Alcidae","Cepphus","columba",NA,"Pigeon Guillemot",1095,487,14,1.8952772073922,20.8480492813142,3.66666666666667,461.5,"Cepphus_columba",0.947638603696099,6.18826412308259,3.03726038421863,-0.053782069139683,1.29928298413026,NA,NA
"16","Aves","Charadriiformes","Alcidae","Cerorhinca","monocerata",NA,"Rhinoceros Auklet",1095,505,28.25,0.613861386138614,15.5,8.41666666666667,310,"Cerorhinca_monocerata",0.613861386138614,6.22455842927536,2.7408400239252,-0.487986131796168,2.13021386705326,NA,NA
"17","Aves","Charadriiformes","Alcidae","Fratercula","arctica",NA,"Atlantic Puffin",1460,437.9166667,40.83333333,0.602740247337565,22.2009324415912,9.2083333325,263.95,"Fratercula_arctica",0.602740247337565,6.08202863359917,3.10013428986966,-0.506268942329544,2.22010887107931,NA,NA
"18","Aves","Charadriiformes","Alcidae","Fratercula","cirrhata",NA,"Tufted Puffin",1278.375,775,6,0.945483870967742,2.3614431064958,0.713112349662658,488.5,"Fratercula_cirrhata",0.630322580645161,6.65286302935335,0.85927291795956,-0.461523557870509,-0.33811629782178,NA,NA
"19","Aves","Charadriiformes","Alcidae","Uria","aalge",NA,"Common Murre",1825,991.5,42.83333333,0.265254664649521,10.0354681450227,7.566666666,263,"Uria_aalge",0.265254664649521,6.89921894795985,2.30612563238316,-1.32706491578209,2.02375263573114,NA,NA
"20","Aves","Charadriiformes","Alcidae","Uria","lomvia",NA,"Thick-billed Murre",1862,964,29,0.259336099585062,6.19777752515205,4.68474758324382,250,"Uria_lomvia",0.259336099585062,6.87109129461055,1.82419076410243,-1.3496303767483,1.54431203659621,NA,NA
"21","Aves","Charadriiformes","Haematopodidae","Haematopus","moquini",NA,"African Oystercatcher",1453.872,547.25,43.33333333,2.54307903152124,100.070471089729,9.87899530732417,463.9,"Haematopus_moquini",0.847693010507081,6.30490573640297,4.60587464869325,-0.165236724645274,2.29041081704696,NA,NA
"22","Aves","Charadriiformes","Laridae","Anous","minutus",NA,"Black Noddy",730,111.325,27.1,0.970132494947227,24.3503256231754,12.55,108,"Anous_minutus",0.970132494947227,4.71245385120777,3.19254522205419,-0.0303226240835464,2.52972066557779,NA,NA
"23","Aves","Charadriiformes","Laridae","Hydroprogne","caspia",NA,"Caspian Tern",1092.702,654.6666667,30,1.77750763738404,48.0038972026586,9.02103043647765,523,"Hydroprogne_caspia",0.798879837026534,6.48412620029722,3.87128219933408,-0.224544736232295,2.19955856662709,NA,NA
"24","Aves","Charadriiformes","Laridae","Larus","glaucescens",NA,"Glaucous-winged Gull",2008.875,1010,32,2.60433168316832,69.0049787654279,4.81419948976417,956.5,"Larus_glaucescens",0.947029702970297,6.9177056098353,4.23417865801483,-0.0544248209549976,1.57156977800461,NA,NA
"25","Aves","Charadriiformes","Laridae","Onychoprion","fuscatus",NA,"Sooty Tern",1456.936,183,35.8,1.02896174863388,32.7296212470993,7.9688222406475,188.3,"Onychoprion_fuscatus",1.02896174863388,5.20948615284142,3.48828051640517,0.0285502828216858,2.07553670781063,NA,NA
"26","Aves","Charadriiformes","Laridae","Rissa","tridactyla",NA,"Black-legged Kittiwake",1643.125,407.75,28.5,1.95217657878602,46.8488951227501,5.3309243058197,398,"Rissa_tridactyla",0.97608828939301,6.01065424150112,3.84692742511392,-0.0242022362166856,1.67352463886901,NA,NA
"27","Aves","Charadriiformes","Laridae","Sterna","hirundo",NA,"Common Tern",910.968,124,33,2.33870967741935,71.3404613345117,12.2221988039097,116,"Sterna_hirundo",0.935483870967742,4.82028156560504,4.26746364661171,-0.0666913744986723,2.50325387241061,NA,NA
"28","Aves","Charadriiformes","Scolopacidae","Actitis","macularius",NA,"Spotted Sandpiper",365.25,41.85833333,12,1.0129595859855,11.1418616379049,10.9917864476386,6.04,"Actitis_macularius",0.144296237319872,3.73429090088836,2.41070933345519,-1.93588688894164,2.39714830731079,NA,NA
"29","Aves","Charadriiformes","Scolopacidae","Arenaria","interpres",NA,"Ruddy Turnstone",728.468,135,21.41666667,2.82962962962963,54.9538520101086,9.73085342739832,95.5,"Arenaria_interpres",0.707407407407407,4.90527477843843,4.00649377866767,-0.346148530951745,2.27530160328661,NA,NA
"30","Aves","Charadriiformes","Stercorariidae","Stercorarius","skua",NA,"Great Skua",1821.936,1420.25,34.5,1.64759725400458,48.6179497821385,5.91160392022552,1170,"Stercorarius_skua",0.823798627002288,7.25858819143724,3.88399279979934,-0.193829163645434,1.77691718549926,NA,NA
"31","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",NA,"Horned Lark",364.234,34.25,8,3.43778102189781,24.0716817841416,7.01682434918212,22.3,"Eremophila_alpestris",0.651094890510949,3.53368656470823,3.18103611990428,-0.429099886242161,1.9483107437753,NA,NA
"32","Aves","Passeriformes","Bombycillidae","Bombycilla","cedrorum",NA,"Cedar Waxwing",365,32.04816667,12.66666667,7.87314926929017,91.8534081679625,11.66666667,33.2,"Bombycilla_cedrorum",1.03594069332765,3.46723997954648,4.52019391677526,0.0353098963759585,2.45673577310702,NA,NA
"33","Aves","Passeriformes","Calcariidae","Calcarius","pictus",NA,"Smith's Longspur",365,26.4,5,3.33333333333333,13.3333333333333,4,22,"Calcarius_pictus",0.833333333333333,3.27336401015227,2.59026716544583,-0.182321556793955,1.38629436111989,NA,NA
"34","Aves","Passeriformes","Calcariidae","Plectrophenax","hyperboreus",NA,"McKay's Bunting",364.234,42.2,9.6,3.05445497630332,26.2747229674739,8.62018921901854,25.2,"Plectrophenax_hyperboreus",0.597156398104265,3.74242022104197,3.26860737312889,-0.515576226524589,2.15410703559692,NA,NA
"35","Aves","Passeriformes","Calcariidae","Plectrophenax","nivalis",NA,"Snow Bunting",364.234,40.33333333,9.6,3.26766942175766,28.1088146566421,8.62018921901854,25.2,"Plectrophenax_nivalis",0.624793388481388,3.69717825684599,3.33608321599811,-0.470334262328609,2.15410703559692,NA,NA
"36","Aves","Passeriformes","Cardinalidae","Cardinalis","cardinalis",NA,"Northern Cardinal",364.234,43.05,28.5,4.91010452961673,135.038179057802,27.5599367439613,27.1,"Cardinalis_cardinalis",0.629500580720093,3.76236223087374,4.9055575462914,-0.462828502988085,3.31636315093097,NA,NA
"37","Aves","Passeriformes","Cardinalidae","Passerina","amoena",NA,"Lazuli Bunting",365,15.15,9.916666667,4.92772277227723,43.9388613877812,8.916666667,12.6,"Passerina_amoena",0.831683168316832,2.71800053195538,3.78279915373454,-0.184303717997946,2.18792218471129,NA,NA
"38","Aves","Passeriformes","Cardinalidae","Pheucticus","melanocephalus",NA,"Black-headed Grosbeak",364.234,45.55,25,3.07903402854007,73.9032784385667,24.0525760911941,33,"Pheucticus_melanocephalus",0.724478594950604,3.81881062370597,4.30275719014425,-0.322303062239487,3.18024210479444,NA,NA
"39","Aves","Passeriformes","Cardinalidae","Piranga","olivacea",NA,"Scarlet Tanager",365.125,28.825,11.91666667,2.84475281873374,31.0542440502418,10.912587016912,20.5,"Piranga_olivacea",0.711188204683435,3.36124306615512,3.43573548342685,-0.34081818001076,2.3899168951923,NA,NA
"40","Aves","Passeriformes","Cardinalidae","Piranga","rubra",NA,"Summer Tanager",365.125,30,7.916666667,3.64,25.1754200925375,6.91395640795618,18.2,"Piranga_rubra",0.606666666666667,3.40119738166216,3.22586812535865,-0.499775787579406,1.93354203658459,NA,NA
"41","Aves","Passeriformes","Cinclidae","Cinclus","mexicanus",NA,"American Dipper",365,55.9,7.25,7.73667262969589,48.3542039355993,6.25,53,"Cinclus_mexicanus",0.948121645796064,4.02356438016105,3.87855316611539,-0.0532724666089316,1.83258146374831,NA,NA
"42","Aves","Passeriformes","Corvidae","Aphelocoma","californica",NA,"California Scrub Jay",545.202,82.75,16.3,2.909583081571,43.0801480234739,9.91246913987843,60.192,"Aphelocoma_californica",0.727395770392749,4.41582401425717,3.76306228829607,-0.318284561138552,2.293793473703,NA,NA
"43","Aves","Passeriformes","Corvidae","Aphelocoma","coerulescens",NA,"Florida Scrub Jay",545.202,78.725,16.3,2.85785963798031,42.3143154131992,9.91246913987843,59.996,"Aphelocoma_coerulescens",0.762095903461416,4.36596076698709,3.74512545464308,-0.271682873653975,2.293793473703,NA,NA
"44","Aves","Passeriformes","Corvidae","Aphelocoma","insularis",NA,"Island Scrub Jay",455.101,108.5,16.3,2.13165511520737,32.0881198173706,12.0729222743962,59.996,"Aphelocoma_insularis",0.552958525345622,4.68675017298051,3.46848586248505,-0.592472279647401,2.49096511636019,NA,NA
"45","Aves","Passeriformes","Corvidae","Aphelocoma","woodhouseii",NA,"Woodhouse's Scrub Jay",545.202,82.75,16.3,2.909583081571,43.0801480234739,9.91246913987843,60.192,"Aphelocoma_woodhouseii",0.727395770392749,4.41582401425717,3.76306228829607,-0.318284561138552,2.293793473703,NA,NA
"46","Aves","Passeriformes","Corvidae","Corvus","brachyrhynchos",NA,"American Crow",730,453,20,3.95165562913907,71.1298013245033,9,390,"Corvus_brachyrhynchos",0.860927152317881,6.11589212548303,4.26450639560928,-0.149745386359342,2.19722457733622,NA,NA
"47","Aves","Passeriformes","Corvidae","Corvus","caurinus",NA,"Northwestern Crow",730,387,16.75,3.3353488372093,49.1963953488372,7.375,303,"Corvus_caurinus",0.782945736434108,5.95842469302978,3.8958203555467,-0.244691887520413,1.99809590222588,NA,NA
"48","Aves","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus",NA,"Pinyon Jay",545.202,105,14.58333333,2.95777142857143,38.7161313187252,8.76320091534881,81.3,"Gymnorhinus_cyanocephalus",0.774285714285714,4.65396035015752,3.65625634312749,-0.255814333603758,2.17056123950103,NA,NA
"49","Aves","Passeriformes","Corvidae","Pica","hudsonia",NA,"Black-billed Magpie",545.202,189,21.7,5.77791005291005,116.750160157281,13.5276429653596,180.5,"Pica_hudsonia",0.955026455026455,5.24174701505964,4.7600362683449,-0.0460162372867068,2.60473521897712,NA,NA
"50","Aves","Passeriformes","Corvidae","Pica","pica",NA,"Eurasian Magpie",637.601,213.375,21.7,5.07557117750439,101.273622611166,11.4223456362208,180.5,"Pica_pica",0.845928529584066,5.3630511811146,4.61782598851407,-0.167320403341669,2.43557158035397,NA,NA
"51","Aves","Passeriformes","Emberizidae","Ammodramus","caudacutus",NA,"Saltmarsh Sparrow",365,17.475,10,6.99583290414878,62.9624961373391,9,15.397,"Ammodramus_caudacutus",0.881087267525036,2.86077128811987,4.14253924972317,-0.126598602872092,2.19722457733622,NA,NA
"52","Aves","Passeriformes","Emberizidae","Ammodramus","henslowii",NA,"Henslow's Sparrow",365.25,12.775,7,4.6027397260274,27.6132857947082,5.99520876112252,9.8,"Ammodramus_henslowii",0.767123287671233,2.54749013608977,3.31829702627552,-0.265107750413242,1.79096061041239,NA,NA
"53","Aves","Passeriformes","Emberizidae","Ammodramus","maritimus",NA,"Seaside Sparrow",365,23.25,9,5.91070967741936,47.2856774193548,8,17.178,"Ammodramus_maritimus",0.738838709677419,3.14630513203337,3.85620744667034,-0.302675636689332,2.07944154167984,NA,NA
"54","Aves","Passeriformes","Emberizidae","Ammodramus","nelsoni",NA,"Nelson's Sparrow",365,16.825,10,7.26610282317979,65.3949254086181,9,15.397,"Ammodramus_nelsoni",0.915126300148588,2.82286587553079,4.18044466231225,-0.0886931902830098,2.19722457733622,NA,NA
"55","Aves","Passeriformes","Emberizidae","Ammodramus","savannarum",NA,"Grasshopper Sparrow",365.125,17.9,9.083333333,5.1154748603352,41.3483365777188,8.08022366736049,10.3,"Ammodramus_savannarum",0.575418994413408,2.88480071284671,3.722032192794,-0.552656817611119,2.0894195537539,NA,NA
"56","Aves","Passeriformes","Emberizidae","Calamospiza","melanocorys",NA,"Lark Bunting",365,37.4,4.833333333,4.44866310160428,17.0532085546668,3.833333333,23.6,"Calamospiza_melanocorys",0.631016042780749,3.62167070442049,2.83633837104939,-0.460423992388922,1.34373474661414,NA,NA
"57","Aves","Passeriformes","Emberizidae","Junco","phaeonotus",NA,"Yellow-eyed Junco",365,20.4,7,5.31433823529412,31.8860294117647,6,17.7,"Junco_phaeonotus",0.867647058823529,3.01553490085017,3.46216796438846,-0.141970261270387,1.79175946922805,NA,NA
"58","Aves","Passeriformes","Emberizidae","Melospiza","lincolnii",NA,"Lincoln's Sparrow",365.125,17.4,7.6,3.90753879310345,25.7884178362659,6.59739815131804,14.7,"Melospiza_lincolnii",0.844827586206897,2.85647020622048,3.24992547005737,-0.168622712435793,1.88667535181018,NA,NA
"59","Aves","Passeriformes","Emberizidae","Melospiza","melodia",NA,"Song Sparrow",365,23.35,12,7.52783725910064,82.8062098501071,11,17.8,"Melospiza_melodia",0.762312633832976,3.15059698411491,4.41650305676869,-0.271398526816867,2.39789527279837,NA,NA
"60","Aves","Passeriformes","Emberizidae","Melozone","aberti",NA,"Abert's Towhee",365,46.05,8.6,3.13192182410423,23.8026058631922,7.6,32.05,"Melozone_aberti",0.695982627578719,3.82972776270132,3.16979506473392,-0.362430579334637,2.02814824729229,NA,NA
"61","Aves","Passeriformes","Emberizidae","Passerculus","sandwichensis",NA,"Savannah Sparrow",364.234,20.2,6.916666667,6.16,36.4595942303638,5.93121271889774,15.4,"Passerculus_sandwichensis",0.762376237623762,3.00568260440716,3.5962046400159,-0.271315094987576,1.7802286978175,NA,NA
"62","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",NA,"Eastern Towhee",364.234,40.3,12.3,4.44354838709677,50.2214221387539,11.3258674368675,24.7,"Pipilo_erythrophthalmus",0.612903225806452,3.69635146895264,3.91644167150359,-0.489548225318706,2.42708926330275,NA,NA
"63","Aves","Passeriformes","Emberizidae","Pipilo","maculatus",NA,"Spotted Towhee",547.5,39.85,12.3,4.49372647427854,48.5322459222083,7.2,24.7,"Pipilo_maculatus",0.619824341279799,3.68512240523622,3.88222844139446,-0.478319161602293,1.97408102602201,NA,NA
"64","Aves","Passeriformes","Emberizidae","Pooecetes","gramineus",NA,"Vesper Sparrow",364.234,25.15,7.9,6.9234592445328,47.7863985674991,6.91661404481734,17.5,"Pooecetes_gramineus",0.695825049701789,3.22485789654575,3.86674105020863,-0.36265701561628,1.93392635000144,NA,NA
"65","Aves","Passeriformes","Emberizidae","Spizella","arborea",NA,"American Tree Sparrow",364.234,17.85,10.8,4.19137254901961,41.0842471211389,9.82271287139586,16.7,"Spizella_arborea",0.935574229691877,2.88200350822565,3.71562476630686,-0.0665947888029388,2.28469734402994,NA,NA
"66","Aves","Passeriformes","Emberizidae","Spizella","breweri",NA,"Brewer's Sparrow",365,10.9,6.2,2.71266055045872,14.1058348623853,5.2,9.6,"Spizella_breweri",0.880733944954128,2.3887627892351,2.64658853181156,-0.126999690761308,1.64865862558738,NA,NA
"67","Aves","Passeriformes","Emberizidae","Spizella","pallida",NA,"Clay-colored Sparrow",335,11.7,6.916666667,5.28205128205128,31.6862779551619,6.53606965210448,10.3,"Spizella_pallida",0.88034188034188,2.45958884180371,3.45588371509016,-0.12744494656812,1.87733601418765,NA,NA
"68","Aves","Passeriformes","Emberizidae","Spizella","passerina",NA,"Chipping Sparrow",363.468,12.3,11.8,6.89430894308943,74.4874737944092,10.8497364279661,10.6,"Spizella_passerina",0.861788617886179,2.50959926237837,4.31063097426111,-0.14874526126035,2.38414078733805,NA,NA
"69","Aves","Passeriformes","Emberizidae","Spizella","pusilla",NA,"Field Sparrow",364.234,12.8,10.33333333,6.953125,64.9104253478275,9.35506478101989,8.9,"Spizella_pusilla",0.6953125,2.54944517092557,4.17300824790986,-0.363393894187477,2.23591788445033,NA,NA
"70","Aves","Passeriformes","Emberizidae","Spizella","wortheni",NA,"Worthen's Sparrow",364.234,12.5,10.33333333,6.8975,64.3911419450449,9.35506478101989,8.9,"Spizella_wortheni",0.712,2.52572864430826,4.1649760762126,-0.339677367570161,2.23591788445033,NA,NA
"71","Aves","Passeriformes","Emberizidae","Zonotrichia","albicollis",NA,"White-throated Sparrow",364.234,25.35,14.91666667,4.88881656804734,68.0462904060721,13.9480370710862,20.3,"Zonotrichia_albicollis",0.800788954635108,3.23277873003719,4.22018821484264,-0.222157843989451,2.63533878661645,NA,NA
"72","Aves","Passeriformes","Emberizidae","Zonotrichia","atricapilla",NA,"Golden-crowned Sparrow",364.234,31.625,10.5,4.38260869565217,41.643980083383,9.52208195830153,23.1,"Zonotrichia_atricapilla",0.730434782608696,3.45394794704768,3.72915682235341,-0.314115329519936,2.25361351799232,NA,NA
"73","Aves","Passeriformes","Emberizidae","Zonotrichia","leucophrys",NA,"White-crowned Sparrow",365,27.96,13.34,4.28057939914163,52.8223497854077,12.34,20.2,"Zonotrichia_leucophrys",0.722460658082976,3.33077491736561,3.96693439253999,-0.32509231295845,2.51284601847724,NA,NA
"74","Aves","Passeriformes","Emberizidae","Zonotrichia","querula",NA,"Harris's Sparrow",364.234,35.55,11.7,2.75668073136428,29.5022690788586,10.7246056106789,24.5,"Zonotrichia_querula",0.689170182841069,3.57094015624925,3.38446717831515,-0.372267038698568,2.37254069124086,NA,NA
"75","Aves","Passeriformes","Fringillidae","Acanthis","flammea",NA,"Common Redpoll",364.234,13,25,6.19230769230769,148.628379978925,24.0525760911941,9.2,"Acanthis_flammea",0.707692307692308,2.56494935746154,5.00144909641039,-0.345745873406542,3.18024210479444,NA,NA
"76","Aves","Passeriformes","Fringillidae","Haemorhous","mexicanus",NA,"House Finch",363.468,21.4,11.6,5.93446261682243,62.9302122225067,10.6488934376616,11.8,"Haemorhous_mexicanus",0.551401869158879,3.06339092202781,4.14202636989144,-0.595291390556187,2.36545598419021,NA,NA
"77","Aves","Passeriformes","Fringillidae","Leucosticte","tephrocotis",NA,"Grey-crowned Rosy Finch",364.234,32.6,24,8.19938650306749,188.603097050172,23.0504730475464,40.5,"Leucosticte_tephrocotis",1.24233128834356,3.48431228837266,5.23964479132737,0.216989685739831,3.13768629190219,NA,NA
"78","Aves","Passeriformes","Fringillidae","Spinus","pinus",NA,"Pine Siskin",363.468,13.05,11,7.48275862068965,74.8589932923949,10.0463644667481,18.6,"Spinus_pinus",1.42528735632184,2.5687881337687,4.3156062545151,0.354373446950453,2.30721082445754,NA,NA
"79","Aves","Passeriformes","Hirundinidae","Hirundo","rustica",NA,"Barn Swallow",365,19,16,7.66515789473684,114.977368421053,15,18,"Hirundo_rustica",0.947368421052632,2.94443897916644,4.74473531265764,-0.0540672212702758,2.70805020110221,NA,NA
"80","Aves","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota",NA,"American Cliff Swallow",365.125,22.4,11.83333333,4.93303571428571,53.4395308258592,10.8292822059569,20.8,"Petrochelidon_pyrrhonota",0.928571428571429,3.10906095886099,3.97855074973362,-0.0741079721537217,2.3822537805114,NA,NA
"81","Aves","Passeriformes","Hirundinidae","Progne","subis",NA,"Purple Martin",365,51.45,13.8,4.84120505344995,61.9674246841594,12.8,52,"Progne_subis",1.01068999028183,3.94061046228006,4.12660883864976,0.0106332563013687,2.54944517092557,NA,NA
"82","Aves","Passeriformes","Hirundinidae","Riparia","diluta",NA,"Pale Martin",365,13.4,10,7.28787313432836,65.5908582089552,9,14.5,"Riparia_diluta",1.08208955223881,2.59525470695687,4.18343632966821,0.0788939424696629,2.19722457733622,NA,NA
"83","Aves","Passeriformes","Hirundinidae","Riparia","riparia",NA,"Sand Martin",365,13.4,10,7.28787313432836,65.5908582089552,9,14.5,"Riparia_riparia",1.08208955223881,2.59525470695687,4.18343632966821,0.0788939424696629,2.19722457733622,NA,NA
"84","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis",NA,"Northern Rough-winged Swallow",365,15.8,5.916666667,5.35443037974683,26.3259493688734,4.916666667,14.1,"Stelgidopteryx_serripennis",0.892405063291139,2.76000994003292,3.27055512076477,-0.113835142648799,1.59263079418552,NA,NA
"85","Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor",NA,"Tree Swallow",365,20.8,12.1,4.95192307692308,54.9663461538461,11.1,20.6,"Tachycineta_bicolor",0.990384615384615,3.03495298670727,4.00672110984065,-0.00966191091173686,2.40694510831829,NA,NA
"86","Aves","Passeriformes","Hirundinidae","Tachycineta","thalassina",NA,"Violet-green Swallow",363.468,14.15,9.083333333,5.24734982332155,42.4381022297239,8.1216191426618,16.5,"Tachycineta_thalassina",1.1660777385159,2.64971462408925,3.74804659619846,0.153645756817288,2.09452953610133,NA,NA
"87","Aves","Passeriformes","Icteridae","Agelaius","assimilis",NA,"Red-shouldered Blackbird",547.75,54,20,4.33792592592593,80.2486584474886,12.3272478320402,35.6,"Agelaius_assimilis",0.659259259259259,3.98898404656427,4.38513004470514,-0.416638408706289,2.51181208318112,NA,NA
"88","Aves","Passeriformes","Icteridae","Agelaius","phoeniceus",NA,"Red-winged Blackbird",547.75,54,20,4.35111111111111,80.4925753424657,12.3272478320402,35.6,"Agelaius_phoeniceus",0.659259259259259,3.98898404656427,4.38816494840029,-0.416638408706289,2.51181208318112,NA,NA
"89","Aves","Passeriformes","Icteridae","Dolichonyx","oryzivorus",NA,"Bobolink",365.125,34.45,9,3.68787735849057,29.5017558962264,7.99691886340294,22.1,"Dolichonyx_oryzivorus",0.641509433962264,3.53950899745967,3.3844497834804,-0.443931388935961,2.07905632541895,NA,NA
"90","Aves","Passeriformes","Icteridae","Euphagus","cyanocephalus",NA,"Brewer's Blackbird",365,62.65,12.5,5.50678371907422,63.3280127693535,11.5,46,"Euphagus_cyanocephalus",0.734237829209896,4.13756368134208,4.14832777105849,-0.308922284852982,2.4423470353692,NA,NA
"91","Aves","Passeriformes","Icteridae","Molothrus","ater",NA,"Brown-headed Cowbird",365,42.55,16.91666667,2.38495887191539,37.9605953859365,15.91666667,23.6,"Molothrus_ater",0.554641598119859,3.75067985501938,3.63654865817975,-0.589433142987819,2.76736677846805,NA,NA
"92","Aves","Passeriformes","Icteridae","Quiscalus","mexicanus",NA,"Great-tailed Grackle",365.25,168.7,12.5,2.94440574985181,33.8586494070288,11.4914442162902,100.5,"Quiscalus_mexicanus",0.595732068761114,5.12812198955192,3.52219448834386,-0.517964262052792,2.4416027772857,NA,NA
"93","Aves","Passeriformes","Icteridae","Sturnella","neglecta",NA,"Western Meadowlark",365,97.7,10,3.95496417604913,35.5946775844422,9,40,"Sturnella_neglecta",0.409416581371546,4.58190155904874,3.57219612062585,-0.893022104934801,2.19722457733622,NA,NA
"94","Aves","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus",NA,"Yellow-headed Blackbird",289,72.5,18,2.89262068965517,49.7768508266415,21.7335640138408,45.1,"Xanthocephalus_xanthocephalus",0.622068965517241,4.28358656186063,3.90755003311916,-0.474704315351996,3.07885779434195,NA,NA
"95","Aves","Passeriformes","Incertae Sedis","Icteria","virens",NA,"Yellow-breasted Chat",364.234,25.3,8.916666667,3.66266798418972,29.0038081281363,7.93541880619327,16.3,"Icteria_virens",0.644268774703557,3.23080439573347,3.36742713612876,-0.439639287920758,2.07133613219406,NA,NA
"96","Aves","Passeriformes","Laniidae","Lanius","ludovicianus",NA,"Loggerhead Shrike",364.234,47.225,12.5,9.38062466913711,107.896870156711,11.5262880455971,44.3,"Lanius_ludovicianus",0.938062466913711,3.85492341338757,4.6811758649547,-0.0639387363364834,2.44463034364417,NA,NA
"97","Aves","Passeriformes","Mimidae","Dumetella","carolinensis",NA,"Grey Catbird",365,35.35,17.91666667,6.24823196605375,105.69925744657,16.91666667,28.5,"Dumetella_carolinensis",0.806223479490806,3.56529839234258,4.66059786774811,-0.215394305067977,2.82829932945083,NA,NA
"98","Aves","Passeriformes","Mimidae","Mimus","polyglottos",NA,"Northern Mockingbird",364.234,48.5,20,7.05412371134021,134.043154512075,19.0420608729553,35,"Mimus_polyglottos",0.721649484536082,3.88156379794344,4.89816179670196,-0.326215736454024,2.94665026263159,NA,NA
