"","class","order","family","genus","species","subspecies","common_name","female_maturity_d","adult_body_mass_g","maximum_longevity_y","C","C_E","E_alpha","I","taxaname","I_m","log_bodymass","log_C_E","log_I_m","log_E_alpha","Species","Age_at_maturity_avg_y"
"335","Mammalia","Chiroptera","Phyllostomidae","Artibeus","jamaicensis",NA,"Jamaican Fruit-eating Bat",288.37,46.1,19.21666667,1.46594360086768,27.0123737645315,23.3232074576065,33.79,"Artibeus_jamaicensis",0.732971800433839,3.8308129500026,3.29629504859789,-0.310648049276404,3.14944889308813,NA,NA
"336","Mammalia","Chiroptera","Phyllostomidae","Artibeus","lituratus",NA,"Great Fruit-eating Bat",288.37,46.1,19.21666667,1.46594360086768,27.0123737645315,23.3232074576065,33.79,"Artibeus_lituratus",0.732971800433839,3.8308129500026,3.29629504859789,-0.310648049276404,3.14944889308813,NA,NA
"337","Mammalia","Chiroptera","Phyllostomidae","Artibeus","obscurus",NA,"Dark Fruit-eating Bat",288.37,45.65,19.21666667,1.48039430449069,27.2786512715203,23.3232074576065,33.79,"Artibeus_obscurus",0.740197152245345,3.82100360704098,3.30610439155952,-0.300838706314779,3.14944889308813,NA,NA
"338","Mammalia","Chiroptera","Phyllostomidae","Carollia","perspicillata",NA,"Seba's Short-tailed Bat",258,16.4,17,1.52439024390244,24.8371199465419,23.0503875968992,12.5,"Carollia_perspicillata",0.76219512195122,2.79728133483015,3.21233930616215,-0.271552690521897,3.13768258478498,NA,NA
"339","Mammalia","Chiroptera","Pteropodidae","Cynopterus","brachyotis",NA,"Lesser Short-nosed Fruit Bat",251.71,37.4,10.1,1.47058823529412,13.8387993553586,13.6458225735966,25,"Cynopterus_brachyotis",0.668449197860963,3.62167070442049,2.62747619464592,-0.402794879552285,2.61343343622726,NA,NA
"340","Mammalia","Chiroptera","Pteropodidae","Cynopterus","luzoniensis",NA,"Peters's Fruit Bat",200.855,37.2,10.1,1.34408602150538,12.8356348504934,17.3540364939882,25,"Cynopterus_luzoniensis",0.672043010752688,3.6163087612791,2.5522252755458,-0.3974329364109,2.85382513028416,NA,NA
"341","Mammalia","Chiroptera","Pteropodidae","Cynopterus","minutus",NA,"Minute Fruit Bat",251.71,37.3,10.1,1.4745308310992,13.8759006941129,13.6458225735966,25,"Cynopterus_minutus",0.670241286863271,3.61899332664977,2.63015357241664,-0.400117501781569,2.61343343622726,NA,NA
"342","Mammalia","Chiroptera","Pteropodidae","Cynopterus","sphinx",NA,"Greater Short-nosed Fruit Bat",251.71,37.4,10.1,1.47058823529412,13.8387993553586,13.6458225735966,25,"Cynopterus_sphinx",0.668449197860963,3.62167070442049,2.62747619464592,-0.402794879552285,2.61343343622726,NA,NA
"343","Mammalia","Chiroptera","Pteropodidae","Cynopterus","titthaecheilus",NA,"Indonesian Short-nosed Fruit Bat",251.71,41.055,10.1,1.21787845573012,11.4607033998829,13.6458225735966,25,"Cynopterus_titthaecheilus",0.608939227865059,3.71491263116075,2.43892408810133,-0.496036806292551,2.61343343622726,NA,NA
"344","Mammalia","Chiroptera","Pteropodidae","Dobsonia","anderseni",NA,"Andersen's Naked-backed Fruit Bat",714.83,312.4,12.30833333,0.513380281690141,5.3134319971311,5.28476933739491,162,"Dobsonia_anderseni",0.518565941101152,5.74428441796553,1.67023795361775,-0.656688082733147,1.66482897360056,NA,NA
"345","Mammalia","Chiroptera","Pteropodidae","Dobsonia","magna",NA,"New Guinea Naked-backed Fruit Bat",734.99,417.15,12.30833333,0.386407766990291,3.977937392869,5.1123847473435,162,"Dobsonia_magna",0.388349514563107,6.03344586934808,1.38076344196429,-0.945849534115699,1.63166597780792,NA,NA
"346","Mammalia","Chiroptera","Pteropodidae","Dobsonia","moluccensis",NA,"Moluccan Naked-backed Fruit Bat",714.83,404.3,12.30833333,0.398689092258224,4.12639023208648,5.28476933739491,162,"Dobsonia_moluccensis",0.400692555033391,6.00215717664673,1.41740298896651,-0.914560841414341,1.66482897360056,NA,NA
"347","Mammalia","Chiroptera","Pteropodidae","Dobsonia","pannietensis",NA,"Panniet Naked-backed Fruit Bat",714.83,358.35,12.30833333,0.447551276684805,4.63210870909378,5.28476933739491,162,"Dobsonia_pannietensis",0.452071996651319,5.88151016243993,1.53301220914335,-0.793913827207544,1.66482897360056,NA,NA
"348","Mammalia","Chiroptera","Pteropodidae","Epomops","buettikoferi",NA,"Buettikofer's Epauletted Fruit Bat",275.89,135.67,2.166666667,0.68275668902484,0.963235631192191,1.86648060261336,47.26,"Epomops_buettikoferi",0.348345249502469,4.91022546649722,-0.0374572125949769,-1.05456119473846,0.62405462693348,NA,NA
"349","Mammalia","Chiroptera","Pteropodidae","Hypsignathus","monstrosus",NA,"Hammer-headed Fruit Bat",227.99,336.97,12.225,1.36206783986705,15.8004907209739,18.5715820869336,163.92,"Hypsignathus_monstrosus",0.486452799952518,5.81999390561826,2.76004099784011,-0.72061540168762,2.92163256758561,NA,NA
"350","Mammalia","Chiroptera","Pteropodidae","Micropteropus","pusillus",NA,"Peters's Lesser Epauletted Fruit Bat",202.08,25.38,4.575,1.56028368794326,6.27445642669776,7.26343527315914,20,"Micropteropus_pusillus",0.788022064617809,3.23396146228624,1.83648685603822,-0.238229188732251,1.98285289504433,NA,NA
"351","Mammalia","Chiroptera","Pteropodidae","Rousettus","aegyptiacus",NA,"Egyptian Rousette",365,134,22.9,1.1400447761194,24.9669805970149,21.9,73.8,"Rousettus_aegyptiacus",0.550746268656716,4.89783979995091,3.21755417575525,-0.596481068344485,3.08648663682246,NA,NA
"352","Mammalia","Chiroptera","Pteropodidae","Rousettus","leschenaultii",NA,"Leschenault's Rousette",236.12,96.565,14,0.770154817998239,10.2839511351925,20.6415382009148,37,"Rousettus_leschenaultii",0.383161600994149,4.57021635672456,2.33058453785526,-0.959298444080338,3.02730546307461,NA,NA
"353","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","rouxii",NA,"Rufous Horseshoe Bat",451.11,12.25,5,0.888979591836735,3.34619225048924,3.04557646693711,11,"Rhinolophus_rouxii",0.897959183673469,2.50552593699074,1.20782305772494,-0.107630664192365,1.11369019915096,NA,NA
"354","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","sinicus",NA,"Chinese Rufous Horseshoe Bat",451.11,10.255,5,1.06192101413944,3.99715797840011,3.04557646693711,11,"Rhinolophus_sinicus",1.07264748902974,2.32776539152434,1.38558360319133,0.0701298812740265,1.11369019915096,NA,NA
"355","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","fuscus",NA,"Big Brown Bat",471.145,17.195,20,1.70165745856354,31.8366357375312,14.4941684619385,15.2,"Eptesicus_fuscus",0.883977900552486,2.84461864388423,3.46061769388391,-0.123323216031999,2.67374639349373,NA,NA
"356","Mammalia","Chiroptera","Vespertilionidae","Hypsugo","savii",NA,"Savi's Pipistrelle",78.66,6.3,1.25,1.37777777777778,1.42530167427702,4.80027968471904,4.34,"Hypsugo_savii",0.688888888888889,1.84054963339749,0.354383492562096,-0.372675285285174,1.56867418386615,NA,NA
"357","Mammalia","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans",NA,"Silver-haired Bat",153.34,10.51,12,1.81146527117031,20.9765693234102,27.563975479327,10.1,"Lasionycteris_noctivagans",0.960989533777355,2.35232718488886,3.04340606831063,-0.039791761041646,3.31650968390405,NA,NA
"358","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","minor",NA,"Minor Red Bat",365.25,12.33,2.575,1.47776155717762,2.32646228710462,1.57323750855578,5.84,"Lasiurus_minor",0.473641524736415,2.51203531717625,0.844348782029175,-0.747304520336117,0.453135603495583,NA,NA
"359","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","pfeifferi",NA,"Pfeiffer's Red Bat",365.25,12.33,2.575,1.47776155717762,2.32646228710462,1.57323750855578,5.84,"Lasiurus_pfeifferi",0.473641524736415,2.51203531717625,0.844348782029175,-0.747304520336117,0.453135603495583,NA,NA
"360","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","seminolus",NA,"Seminole Bat",365.25,13,2.575,1.4016,2.20656,1.57323750855578,5.84,"Lasiurus_seminolus",0.449230769230769,2.56494935746154,0.791434741743891,-0.800218560621401,0.453135603495583,NA,NA
"361","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","majori",NA,"Major's Long-fingered Bat",666.44,11.46,22,1.08529668411867,21.8949239761888,11.0490966928756,12.5,"Miniopterus_majori",1.09075043630017,2.43886271128659,3.08625482804769,0.086865933021662,2.40234867737119,NA,NA
"362","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","natalensis",NA,"Natal Long-fingered Bat",666.44,11.185,22,1.11198033080018,22.4332435196355,11.0490966928756,12.5,"Miniopterus_natalensis",1.11756817165847,2.41457359494209,3.11054394439219,0.111155049366162,2.40234867737119,NA,NA
"363","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","schreibersii",NA,"Schreibers's Long-fingered Bat",666.44,11.185,22,1.11198033080018,22.4332435196355,11.0490966928756,12.5,"Miniopterus_schreibersii",1.11756817165847,2.41457359494209,3.11054394439219,0.111155049366162,2.40234867737119,NA,NA
"364","Mammalia","Chiroptera","Vespertilionidae","Myotis","blythii",NA,"Lesser Mouse-eared Myotis",420.91,24.705,33,0.935033394049788,29.7778419875074,27.6165688627022,23.1,"Myotis_blythii",0.935033394049788,3.20700565229771,3.3937645594692,-0.0671730347699654,3.31841591371487,NA,NA
"365","Mammalia","Chiroptera","Vespertilionidae","Myotis","capaccinii",NA,"Long-fingered Myotis",410.255,23.82,33,0.969773299748111,30.9125069873365,28.3597884242727,23.1,"Myotis_capaccinii",0.969773299748111,3.17052556392715,3.43116085888347,-0.0306929463994061,3.344972241279,NA,NA
"366","Mammalia","Chiroptera","Vespertilionidae","Myotis","chinensis",NA,"Large Myotis",450.8,28.55,22,1.01138353765324,21.0013098865245,16.812777284827,23.1,"Myotis_chinensis",0.809106830122592,3.35165693610202,3.04458481132693,-0.211824318574271,2.82213915000387,NA,NA
"367","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii",NA,"Daubenton's Myotis",550.615,8.5,28,0.781517647058824,20.7035479827558,17.5610635380438,5.49,"Myotis_daubentonii",0.645882352941176,2.14006616349627,3.03030508571713,-0.437137907974832,2.86568415232075,NA,NA
"368","Mammalia","Chiroptera","Vespertilionidae","Myotis","dominicensis",NA,"Dominican Myotis",98,4.2,7,2.42261904761905,16.3078767123288,25.0714285714286,3.7,"Myotis_dominicensis",0.880952380952381,1.43508452528932,2.79164822497802,-0.126751705639144,3.22172889385061,NA,NA
"369","Mammalia","Chiroptera","Vespertilionidae","Myotis","fimbriatus",NA,"Fringed Long-footed Myotis",410.255,23.41,33,0.986757795813755,31.4539050165893,28.3597884242727,23.1,"Myotis_fimbriatus",0.986757795813755,3.15316328150282,3.4485231413078,-0.0133306639750715,3.344972241279,NA,NA
"370","Mammalia","Chiroptera","Vespertilionidae","Myotis","fortidens",NA,"Cinnamon Myotis",245.3,6.5,34,1.04461538461538,34.8148842992624,49.5911129229515,6.79,"Myotis_fortidens",1.04461538461538,1.87180217690159,3.55004500508761,0.0436487646690134,3.90381164273664,NA,NA
"371","Mammalia","Chiroptera","Vespertilionidae","Myotis","longipes",NA,"Kashmir Cave Myotis",410.255,23.41,33,0.986757795813755,31.4539050165893,28.3597884242727,23.1,"Myotis_longipes",0.986757795813755,3.15316328150282,3.4485231413078,-0.0133306639750715,3.344972241279,NA,NA
"372","Mammalia","Chiroptera","Vespertilionidae","Myotis","lucifugus",NA,"Little Brown Myotis",245.3,7.15,34,0.94965034965035,31.6498948175113,49.5911129229515,6.79,"Myotis_lucifugus",0.94965034965035,1.96711235670592,3.45473482528328,-0.0516614151353116,3.90381164273664,NA,NA
"373","Mammalia","Chiroptera","Vespertilionidae","Myotis","macrodactylus",NA,"Big-footed Myotis",410.255,23.41,33,0.986757795813755,31.4539050165893,28.3597884242727,23.1,"Myotis_macrodactylus",0.986757795813755,3.15316328150282,3.4485231413078,-0.0133306639750715,3.344972241279,NA,NA
"374","Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis",NA,"Mouse-eared Myotis",450.8,27.07,22,1.06667898042113,22.1495159682406,16.812777284827,23.1,"Myotis_myotis",0.853343184336904,3.29842610362621,3.09781564380274,-0.158593486098462,2.82213915000387,NA,NA
"375","Mammalia","Chiroptera","Vespertilionidae","Myotis","nigricans",NA,"Black Myotis",98,4.1,7,2.48170731707317,16.7056298028734,25.0714285714286,3.7,"Myotis_nigricans",0.902439024390244,1.41098697371026,2.81574577655708,-0.102654154060083,3.22172889385061,NA,NA
"376","Mammalia","Chiroptera","Vespertilionidae","Myotis","occultus",NA,"Arizona Myotis",245.3,7.8,34,0.870512820512821,29.0124035827187,49.5911129229515,6.79,"Myotis_occultus",0.870512820512821,2.05412373369555,3.36772344829365,-0.138672792124941,3.90381164273664,NA,NA
"377","Mammalia","Chiroptera","Vespertilionidae","Myotis","oxygnathus",NA,"Monticelli's Myotis",420.91,23.82,33,0.969773299748111,30.8841975777233,27.6165688627022,23.1,"Myotis_oxygnathus",0.969773299748111,3.17052556392715,3.43024464783976,-0.0306929463994061,3.31841591371487,NA,NA
"378","Mammalia","Chiroptera","Vespertilionidae","Myotis","punicus",NA,"Maghrebian Myotis",420.91,24.705,33,0.935033394049788,29.7778419875074,27.6165688627022,23.1,"Myotis_punicus",0.935033394049788,3.20700565229771,3.3937645594692,-0.0671730347699654,3.31841591371487,NA,NA
"379","Mammalia","Chiroptera","Vespertilionidae","Myotis","velifer",NA,"Cave Myotis",392.955,10.995,11.33,0.777357889949977,7.97056990780367,9.5239785726101,8.59,"Myotis_velifer",0.781264211005002,2.39744062400672,2.07575599687095,-0.24684188801056,2.25381267879114,NA,NA
"380","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","furvus",NA,"Japanese Noctule",414.825,19.375,22.7,1.21520774193548,26.2041238198851,18.9734827939493,20.21,"Nyctalus_furvus",1.04309677419355,2.96398357523941,3.26591679608687,0.042193956176119,2.94304236192673,NA,NA
"381","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","noctula",NA,"Noctule",414.825,19.375,22.7,1.21520774193548,26.2041238198851,18.9734827939493,20.21,"Nyctalus_noctula",1.04309677419355,2.96398357523941,3.26591679608687,0.042193956176119,2.94304236192673,NA,NA
"382","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","plancyi",NA,"Chinese Noctule",414.825,19.375,22.7,1.21520774193548,26.2041238198851,18.9734827939493,20.21,"Nyctalus_plancyi",1.04309677419355,2.96398357523941,3.26591679608687,0.042193956176119,2.94304236192673,NA,NA
"383","Mammalia","Chiroptera","Vespertilionidae","Nycticeius","cubanus",NA,"Cuban Evening Bat",365,6.65,24,0.785842105263158,18.0743684210526,23,3.555,"Nycticeius_cubanus",0.534586466165413,1.89461685466776,2.89449482530724,-0.626261791412559,3.13549421592915,NA,NA
"384","Mammalia","Chiroptera","Vespertilionidae","Nycticeius","humeralis",NA,"Evening Bat",365,6.65,24,0.785842105263158,18.0743684210526,23,3.555,"Nycticeius_humeralis",0.534586466165413,1.89461685466776,2.89449482530724,-0.626261791412559,3.13549421592915,NA,NA
"385","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","pipistrellus",NA,"Common Pipistrelle",456,5,16.7,0.99973,15.4465132465753,12.3673245614035,3.89,"Pipistrellus_pipistrellus",0.778,1.6094379124341,2.73738329804092,-0.251028754803745,2.51505787856559,NA,NA
"386","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","pygmaeus",NA,"Soprano Pipistrelle",456,5,16.7,0.9336,14.4247594520548,12.3673245614035,3.89,"Pipistrellus_pygmaeus",0.778,1.6094379124341,2.66894613648769,-0.251028754803745,2.51505787856559,NA,NA
"387","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","subflavus",NA,"Eastern Pipistrelle",228.765,6.62,15,1.46256797583082,21.0218501498158,22.9328568618451,4.89,"Pipistrellus_subflavus",0.738670694864048,1.89009536994892,3.0455623801204,-0.302903066462136,3.13257067968232,NA,NA
"388","Mammalia","Chiroptera","Vespertilionidae","Plecotus","auritus",NA,"Brown Long-eared Bat",351.665,9.195,30,0.790375203915171,22.9497566761268,30.1375883298025,5.7,"Plecotus_auritus",0.619902120717781,2.21865985805628,3.13330733410293,-0.47819368321578,3.40577317439648,NA,NA
"389","Mammalia","Chiroptera","Vespertilionidae","Plecotus","austriacus",NA,"Gray Long-eared Bat",351.665,8.19,30,0.887362637362637,25.7659356089116,30.1375883298025,5.7,"Plecotus_austriacus",0.695970695970696,2.10291389786498,3.24905329429424,-0.362447723024473,3.40577317439648,NA,NA
"390","Mammalia","Chiroptera","Vespertilionidae","Plecotus","kolombatovici",NA,"Kolombatovic's Long-eared Bat",351.665,8.19,30,0.887362637362637,25.7659356089116,30.1375883298025,5.7,"Plecotus_kolombatovici",0.695970695970696,2.10291389786498,3.24905329429424,-0.362447723024473,3.40577317439648,NA,NA
"391","Mammalia","Chiroptera","Vespertilionidae","Plecotus","teneriffae",NA,"Canary Long-eared Bat",351.665,9.195,30,0.790375203915171,22.9497566761268,30.1375883298025,5.7,"Plecotus_teneriffae",0.619902120717781,2.21865985805628,3.13330733410293,-0.47819368321578,3.40577317439648,NA,NA
"392","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","agilis",NA,"Agile Antechinus",317.195,26.25,5.408333333,3.71428571428571,16.8602791898904,5.22343248331468,13,"Antechinus_agilis",0.495238095238095,3.26766598903763,2.82496051174209,-0.702716631576096,1.65315474964755,NA,NA
"393","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","leo",NA,"Cinnamon Antechinus",304.4,70.09,2,3.37380510771865,3.93394918861659,1.39816031537451,26,"Antechinus_leo",0.370951633613925,4.24978013051223,1.36964380392428,-0.991683592490751,0.335157312039904,NA,NA
"394","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii",NA,"Brown Antechinus",294.7,27.85,5.408333333,3.98994614003591,18.3574871239252,5.69847867846963,16,"Antechinus_stuartii",0.574506283662478,3.32683296637329,2.91003750893661,-0.554244244133512,1.74019924070266,NA,NA
"395","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii",NA,"Dusky Antechinus",311.885,58.69,3.325,1.64848866927926,4.07262513050927,2.89125799573561,11.915,"Antechinus_swainsonii",0.203015845970353,4.07226935457024,1.40428778674562,-1.59447124401954,1.06169170005406,NA,NA
"396","Mammalia","Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda",NA,"Mulgara",339.56,90,7.4,1.49201388888889,9.6528802130898,6.95441159147132,21.485,"Dasycercus_cristicauda",0.238722222222222,4.49980967033027,2.26725633849598,-1.43245465310331,1.9393762195637,NA,NA
"397","Mammalia","Dasyuromorphia","Dasyuridae","Dasykaluta","rosamondae",NA,"Little Red Kaluta",314.39,32.17,3,0.873758159776189,1.86866947151477,2.48293520786285,3.84,"Dasykaluta_rosamondae",0.119365868821884,3.47103434125094,0.625226665062356,-2.1255619746513,0.909441411889492,NA,NA
"398","Mammalia","Dasyuromorphia","Dasyuridae","Dasyuroides","byrnei",NA,"Kowari",273.96,105,8,5.14285714285714,37.2827553816047,9.65849029055337,45,"Dasyuroides_byrnei",0.428571428571429,4.65396035015752,3.61853089753692,-0.847297860387204,2.26783735138891,NA,NA
"399","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii",NA,"Western Quoll",365.28,1300,6.241666667,0.131860884615385,0.691069650014273,5.2368822094147,29.89,"Dasyurus_geoffroii",0.0229923076923077,7.17011954344963,-0.369514664325482,-3.77259556715378,1.65572632304797,NA,NA
"400","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus",NA,"Northern Quoll",324.92,564.5,5.908333333,1.16829052258636,5.86264721640646,5.63714657929644,100,"Dasyurus_hallucatus",0.177147918511957,6.33594038358972,1.76860124499766,-1.73077019760163,1.72937801182974,NA,NA
"401","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","maculatus",NA,"Tiger Quoll",365.28,1782,6.8,1.66558922558923,9.65913979613486,5.79478756022777,664,"Dasyurus_maculatus",0.372615039281706,7.48549160803075,2.26790459624025,-0.987209458554321,1.7569588169701,NA,NA
"402","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus",NA,"Eastern Quoll",365.28,982,6.816666667,3.06363543788187,17.8177959452781,5.81144145163984,501.415,"Dasyurus_viverrinus",0.510605906313646,6.88959130835447,2.8801977300653,-0.672157206843211,1.75982863848146,NA,NA
"403","Mammalia","Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa",NA,"Brush-tailed Phascogale",365.28,157,5.908333333,1.84828025477707,9.07055772442244,4.90380438716875,44,"Phascogale_tapoatafa",0.280254777070064,5.05624580534831,2.20503375335258,-1.27205617143005,1.59001130941435,NA,NA
"404","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","gilesi",NA,"Paucident Planigale",234.985,9.1,5,5.66679120879121,24.685706914647,6.76645317786242,4.93,"Planigale_gilesi",0.541758241758242,2.2082744135228,3.20622440871812,-0.612935425468206,1.91197704681232,NA,NA
"405","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","maculata",NA,"Pygmy Planigale",290,11.3,5.8,4.76966814159292,23.8744758758637,6.3,3.525,"Planigale_maculata",0.311946902654867,2.42480272571829,3.17280993328242,-1.16492228945406,1.84054963339749,NA,NA
"406","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","tenuirostris",NA,"Narrow-nosed Planigale",240,6.85,5.2,4.40216788321168,19.996696850315,6.90833333333333,2.515,"Planigale_tenuirostris",0.367153284671533,1.92424865227413,2.99556710242974,-1.00197584872243,1.93272841235325,NA,NA
"407","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii",NA,"Tasmanian Devil",730.56,6500,13.05833333,0.384461538461538,4.25091398607357,5.5241618285288,850,"Sarcophilus_harrisii",0.130769230769231,8.77955745588373,1.44713401536192,-2.03432110639937,1.70913153065176,NA,NA
"408","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata",NA,"Fat-tailed Dunnart",121.76,15.98,5.075,5.69461827284105,27.0005254856242,14.213329500657,6.5,"Sminthopsis_crassicaudata",0.406758448060075,2.77133794033813,3.29585632824546,-0.899535763436537,2.65418022153586,NA,NA
"409","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","dolichura",NA,"Little Long-tailed Dunnart",289.12,14.39,3.17,2.12997915218902,5.06485700153265,3.0019714997233,3.87,"Sminthopsis_dolichura",0.268936761640028,2.66653352089928,1.62232590463332,-1.31327901385759,1.09926923940315,NA,NA
"410","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","fuliginosus",NA,"Sooty Dunnart",182.075,16.35,2,2.97492354740061,4.46584927317666,3.0093368117534,3.04,"Sminthopsis_fuliginosus",0.185932721712538,2.79422789734326,1.49645940299994,-1.68237038192513,1.1017197261638,NA,NA
"411","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus",NA,"White-footed Dunnart",360.05,23.36,2.5,3.04109589041096,4.60288609495215,1.53437022635745,8.88,"Sminthopsis_leucopus",0.38013698630137,3.15102515796003,1.52668351870058,-0.967223600955948,0.428120020864308,NA,NA
"412","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura",NA,"Stripe-faced Dunnart",132.4,21.3,4.908333333,4.60093896713615,20.9139987550852,12.5312814693731,7,"Sminthopsis_macroura",0.328638497652582,3.05870707271538,3.04041873165097,-1.11279692366007,2.52822803577536,NA,NA
"413","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","murina",NA,"Slender-tailed Dunnart",182.075,16.35,2,2.97492354740061,4.46584927317666,3.0093368117534,3.04,"Sminthopsis_murina",0.185932721712538,2.79422789734326,1.49645940299994,-1.68237038192513,1.1017197261638,NA,NA
"414","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","ooldea",NA,"Ooldea Dunnart",324.38,11.595,3,2.1223596377749,4.48091173715643,2.3756705098958,3.09,"Sminthopsis_ooldea",0.266494178525226,2.4505739707075,1.49982653847911,-1.32240287979784,0.865279717597952,NA,NA
"415","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae",NA,"Red-cheeked Dunnart",230,34,5.325,4.10014411764706,19.2496149687752,7.45054347826087,19,"Sminthopsis_virginiae",0.558823529411765,3.52636052461616,2.95749105891169,-0.581921545449721,2.00828697983287,NA,NA
"416","Mammalia","Didelphimorphia","Didelphidae","Caluromys","philander",NA,"Bare-tailed Woolly Opossum",309.26,298.235,8.9,1.63174744748269,13.1399927877781,9.50410657699023,56.065,"Caluromys_philander",0.187989337267591,5.69788176633523,2.57566046418098,-1.67137003442239,2.25172397646632,NA,NA
"417","Mammalia","Didelphimorphia","Didelphidae","Chironectes","minimus",NA,"Water Opossum",304.4,856,3.158333333,0.325630841121495,0.756883539664426,2.78709483096255,70,"Chironectes_minimus",0.0817757009345794,6.75227037614174,-0.278545881944804,-2.50377513409238,1.02499977410054,NA,NA
"418","Mammalia","Didelphimorphia","Didelphidae","Didelphis","aurita",NA,"Big-eared Opossum",178,1149.875,7,1.03475769105338,6.73868227844897,13.3539325842697,95.955,"Didelphis_aurita",0.0834482008914012,7.04740851979732,1.90786439816158,-2.48352918822711,2.59181091706811,NA,NA
"419","Mammalia","Didelphimorphia","Didelphidae","Didelphis","marsupialis",NA,"Common Opossum",178,1149.875,7,1.03475769105338,6.73868227844897,13.3539325842697,95.955,"Didelphis_marsupialis",0.0834482008914012,7.04740851979732,1.90786439816158,-2.48352918822711,2.59181091706811,NA,NA
"420","Mammalia","Didelphimorphia","Didelphidae","Didelphis","virginiana",NA,"Virginia Opossum",184,1414.5,7,1.17444326617179,7.6290547509406,12.8858695652174,125,"Didelphis_virginiana",0.0883704489218805,7.25453139074162,2.03196395176875,-2.42621765343932,2.55613132845642,NA,NA
"421","Mammalia","Didelphimorphia","Didelphidae","Gracilinanus","microtarsus",NA,"Brazilian Gracile Opossum",365.265,24.5,2,3.56326530612245,3.5606782778865,0.998548998672197,9,"Gracilinanus_microtarsus",0.36734693877551,3.19867311755068,1.26995105421209,-1.00144854021446,-0.00145205504965426,NA,NA
"422","Mammalia","Didelphimorphia","Didelphidae","Marmosa","mexicana",NA,"Mexican Mouse Opossum",406.92,60,15.05833333,22.8133333333333,318.097348660637,12.5070570762066,118,"Marmosa_mexicana",1.96666666666667,4.0943445622221,5.76235746379624,0.676340062243564,2.5262930510973,NA,NA
"423","Mammalia","Didelphimorphia","Didelphidae","Marmosa","murina",NA,"Linnaeus's Mouse Opossum",406.92,518,15.05833333,2.50579150579151,34.939463805755,12.5070570762066,118,"Marmosa_murina",0.227799227799228,6.24997524225948,3.55361695844491,-1.47929061779382,2.5262930510973,NA,NA
"424","Mammalia","Didelphimorphia","Didelphidae","Marmosa","quichua",NA,"Quechuan Mouse Opossum",406.92,518,15.05833333,3.13223938223938,43.6743297571938,12.5070570762066,118,"Marmosa_quichua",0.227799227799228,6.24997524225948,3.77676050975912,-1.47929061779382,2.5262930510973,NA,NA
"425","Mammalia","Didelphimorphia","Didelphidae","Marmosa","robinsoni",NA,"Robinson's Mouse Opossum",266.41,98.5,5,1.59464467005076,6.80930749669703,5.85034345557599,10.74,"Marmosa_robinsoni",0.109035532994924,4.59005654817804,1.91829042581261,-2.21608145909732,1.76650036987525,NA,NA
"426","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","domestica",NA,"Gray Short-tailed Opossum",137.1,100,6,7.434,41.8116673972603,14.9737417943107,20.65,"Monodelphis_domestica",0.2065,4.60517018598809,3.73317542491913,-1.57745486658105,2.70629812005829,NA,NA
