"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"12130","Mammalia","Primates","Cercopithecidae","Colobus","polykomos",NA,"King Colobus",8653.145,2.36445824032765,0.143300499413797,6.11297198538368,9.06567811766038,0.860548921845242,-1.94281145906129,1.81041306824264,0.990821883043609,-1.1997144080709,-0.392611365372487,-0.505769861663714
"12131","Mammalia","Primates","Cercopithecidae","Colobus","satanas",NA,"Black Colobus",8653.145,2.36445824032765,0.143300499413797,6.11297198538368,9.06567811766038,0.860548921845242,-1.94281145906129,1.81041306824264,0.990821883043609,-1.1997144080709,-0.392611365372487,-0.505769861663714
"12132","Mammalia","Primates","Cercopithecidae","Colobus","vellerosus",NA,"Ursine Colobus",8509,2.33893524503467,0.145728052650135,5.94625456760049,9.04887970584956,0.84969580232555,-1.92601304725047,1.78276153691213,0.985513652342095,-1.20840849429537,-0.380764725125802,-0.537796401610079
"12133","Mammalia","Primates","Cercopithecidae","Erythrocebus","patas",NA,"Patas Monkey",7660.5,6.08380654004308,0.2545525748972,8.92193161031318,8.94383253475581,1.80563057573945,-1.36824788319802,2.18851247139012,0.952319167947568,-0.442639783285432,0.0125845578348061,-0.0678477989084269
"12134","Mammalia","Primates","Cercopithecidae","Lophocebus","albigena",NA,"Gray-cheeked Mangabey",7000,4.05273333292,0.31,6.80706616089423,8.85366542803745,1.39939155049516,-1.17118298150295,1.91796121395644,0.923826724165422,-0.768064847186274,0.151559421763684,-0.381205513176439
"12135","Mammalia","Primates","Cercopithecidae","Lophocebus","aterrimus",NA,"Black Crested Mangabey",6768.75,4.19119236645466,0.320590951061865,6.80706616089423,8.8200717107493,1.43298526778331,-1.1375892642148,1.91796121395644,0.913211244351306,-0.741153996884315,0.175250511596667,-0.381205513176439
"12136","Mammalia","Primates","Cercopithecidae","Lophocebus","opdenboschi",NA,"Opdenbosch's Mangabey",6768.75,4.18905509430249,0.320590951061865,6.80359494037472,8.8200717107493,1.43247519401555,-1.1375892642148,1.91745114018869,0.913211244351306,-0.741562600632725,0.175250511596667,-0.381796290508201
"12137","Mammalia","Primates","Cercopithecidae","Macaca","arctoides",NA,"Stump-tailed Macaque",9353,4.41703241334224,0.245910403079226,7.39375099575312,9.14345242643455,1.48546807090357,-1.40278802451731,2.00063518341953,1.01539825242147,-0.699111705283116,-0.0117739727743672,-0.285450918109487
"12140","Mammalia","Primates","Cercopithecidae","Macaca","fascicularis",NA,"Crab-eating Macaque",4569.32,6.50599531658978,0.186303432458221,10.7180840664712,8.42711967631805,1.87272410819074,-1.68037857718457,2.3719324145268,0.789039978824461,-0.388893304664468,-0.207537444366933,0.144592737046457
"12141","Mammalia","Primates","Cercopithecidae","Macaca","fuscata",NA,"Japanese Macaque",8882.5,4.64584365325077,0.19898677174219,8.12204989885367,9.09183832789518,1.53597298187728,-1.61451693012445,2.09458257291104,0.999088404467797,-0.658653839692673,-0.161090241645493,-0.176639229294022
"12142","Mammalia","Primates","Cercopithecidae","Macaca","hecki",NA,"Heck's Macaque",7386,4.8667815230918,0.191781749255348,7.77053970835571,8.90734159541251,1.58243284040299,-1.65139727614194,2.05033962250212,0.940788177593799,-0.621436335981745,-0.18709914036537,-0.22788227264232
"12143","Mammalia","Primates","Cercopithecidae","Macaca","leonina",NA,"Northern Pig-tailed Macaque",7603.39,5.43153218498591,0.186298480020096,10.2065563405823,8.9363494794541,1.69222126449059,-1.68040516018353,2.32303029228508,0.949954552510049,-0.533488347964604,-0.207556191331162,0.0879533505070057
"12144","Mammalia","Primates","Cercopithecidae","Macaca","maura",NA,"Moor Macaque",7359.39,5.22505986631446,0.192475191557996,8.31252796338926,8.90373232785337,1.65346625545308,-1.6477880085828,2.11776376999307,0.939647663533113,-0.564533743676961,-0.184553798888526,-0.149790317185745
"12145","Mammalia","Primates","Cercopithecidae","Macaca","mulatta",NA,"Rhesus Monkey",6614,7.61367805591473,0.219836710009072,10.2690224739643,8.79694389354174,2.02994637389255,-1.51487023544827,2.32913183673886,0.905902946951362,-0.262947586298586,-0.0908170183852035,0.0950202776456161
"12146","Mammalia","Primates","Cercopithecidae","Macaca","nemestrina",NA,"Southern Pig-tailed Macaque",7603.39,5.43153218498591,0.186298480020096,10.2065563405823,8.9363494794541,1.69222126449059,-1.68040516018353,2.32303029228508,0.949954552510049,-0.533488347964604,-0.207556191331162,0.0879533505070057
"12149","Mammalia","Primates","Cercopithecidae","Macaca","ochreata",NA,"Booted Macaque",7290.3,5.12950084358668,0.194299274378283,8.08389261744967,8.89429997641935,1.63500835300349,-1.63835565714878,2.08987351610947,0.936667078342478,-0.579319777787097,-0.177901879922761,-0.182093350223623
"12150","Mammalia","Primates","Cercopithecidae","Macaca","pagensis",NA,"Pagai Island Macaque",7151.5,5.41276707683703,0.198070334894777,9.56283819023404,8.87507740389495,1.68876043656147,-1.61913308462438,2.25788456482627,0.930592822586326,-0.536260706305379,-0.164345663782993,0.0125003053263747
"12151","Mammalia","Primates","Cercopithecidae","Macaca","radiata",NA,"Bonnet Macaque",5132.245,11.6907902876811,0.389693009589371,7.93321551119685,8.54329846426867,2.45880137693557,-0.942396004726585,2.07105844036922,0.825752009462204,0.080594412615835,0.312905448847661,-0.203885335903775
"12152","Mammalia","Primates","Cercopithecidae","Macaca","siberu",NA,"Siberut Macaque",7151.5,5.41276707683703,0.198070334894777,9.56283819023404,8.87507740389495,1.68876043656147,-1.61913308462438,2.25788456482627,0.930592822586326,-0.536260706305379,-0.164345663782993,0.0125003053263747
"12155","Mammalia","Primates","Cercopithecidae","Macaca","sylvanus",NA,"Barbary Macaque",10875,7.34344827586207,0.222528735632184,5.50940152956081,9.29422185595688,1.99380852466033,-1.50269903680615,1.70645600194103,1.06304078694517,-0.291896459166139,-0.0822335991127175,-0.626174952319284
"12156","Mammalia","Primates","Cercopithecidae","Macaca","thibetana",NA,"Milne-Edwards' Macaque",10036.67,3.9805209297506,0.234141403473463,7.05581671444796,9.21400066492319,1.38141269760342,-1.45183005778499,1.95385234252357,1.03769121259536,-0.782467130048289,-0.0463595831065257,-0.339635711886378
"12159","Mammalia","Primates","Cercopithecidae","Mandrillus","sphinx",NA,"Mandrill",23000,4.52530434782609,0.130434782608696,11.0050822525124,10.0432494949113,1.50968483407818,-2.03688192726104,2.3983571890543,1.29973051417401,-0.679712432407181,-0.458952100862843,0.175198423468061
"12161","Mammalia","Primates","Cercopithecidae","Miopithecus","talapoin",NA,"Angolan Talapoin",1362.5,9.14862385321101,0.330275229357798,6.25237822892774,7.2170765265374,2.21360346942026,-1.10782894377303,1.83296190799866,0.406671200742363,-0.115825772947428,0.196238198639352,-0.479653358076323
"12162","Mammalia","Primates","Cercopithecidae","Nasalis","larvatus",NA,"Proboscis Monkey",13441.575,2.20911611920478,0.148792087236801,4.66370234079526,9.50610779471122,0.792592489468719,-1.90520533516914,1.53980962642736,1.12999589305768,-1.25415212816759,-0.366090630803063,-0.819188016894723
"12163","Mammalia","Primates","Cercopithecidae","Papio","anubis",NA,"Olive Baboon",17728.56,6.1433299095358,0.20533308965872,8.57926426791563,9.78293217749576,1.81536692569428,-1.58312179084444,2.14934816016298,1.21747128681355,-0.434840305368935,-0.138949641407004,-0.113208663845555
"12164","Mammalia","Primates","Cercopithecidae","Papio","cynocephalus",NA,"Yellow Baboon",17851.25,6.12990786709614,0.203061130172957,8.2835563463389,9.78982881276714,1.81317971999767,-1.59424821141512,2.11427238661137,1.21965059587544,-0.43659240575652,-0.146796258290703,-0.153834105141119
"12165","Mammalia","Primates","Cercopithecidae","Papio","hamadryas",NA,"Hamadryas Baboon",18000,6.58333333333333,0.219444444444444,8.64554679333117,9.7981270368783,1.88454120267902,-1.51665617898313,2.15704436679745,1.22227280138456,-0.379427008986303,-0.0920765083177436,-0.104294768037463
"12166","Mammalia","Primates","Cercopithecidae","Papio","papio",NA,"Guinea Baboon",18000,6.13530017333437,0.201383055555556,8.26698923364622,9.7981270368783,1.8140590049748,-1.60254643552628,2.1122703839407,1.22227280138456,-0.435888038740828,-0.152648363646755,-0.156152863467328
"12167","Mammalia","Primates","Cercopithecidae","Papio","ursinus",NA,"Chacma Baboon",17729.44,6.15819189245402,0.204456260321815,8.55757857384251,9.78298181368506,1.81778321050657,-1.58740121233304,2.14681727324888,1.21748697165012,-0.432904697043345,-0.141967591401936,-0.116139986161312
"12196","Mammalia","Primates","Cercopithecidae","Semnopithecus","ajax",NA,"Kashmir Gray Langur",12679.29,3.19290748929948,0.165624415878176,7.96737674924949,9.44772523273266,1.16093194034063,-1.79803260902115,2.07535529800232,1.11154723782659,-0.959087198683994,-0.290509870834192,-0.198908632046573
"12197","Mammalia","Primates","Cercopithecidae","Semnopithecus","dussumieri",NA,"Southern Plains Gray Langur",12679.29,3.19290748929948,0.165624415878176,7.96737674924949,9.44772523273266,1.16093194034063,-1.79803260902115,2.07535529800232,1.11154723782659,-0.959087198683994,-0.290509870834192,-0.198908632046573
"12198","Mammalia","Primates","Cercopithecidae","Semnopithecus","entellus",NA,"Northern Plains Gray Langur",12679.29,3.19290748929948,0.165624415878176,7.96737674924949,9.44772523273266,1.16093194034063,-1.79803260902115,2.07535529800232,1.11154723782659,-0.959087198683994,-0.290509870834192,-0.198908632046573
"12199","Mammalia","Primates","Cercopithecidae","Semnopithecus","hector",NA,"Tarai Gray Langur",12679.29,3.19290748929948,0.165624415878176,7.96737674924949,9.44772523273266,1.16093194034063,-1.79803260902115,2.07535529800232,1.11154723782659,-0.959087198683994,-0.290509870834192,-0.198908632046573
"12200","Mammalia","Primates","Cercopithecidae","Semnopithecus","hypoleucos",NA,"Black-footed Gray Langur",12236.395,3.30847443221635,0.171619173784436,7.96737674924949,9.41216998654118,1.19648718653211,-1.76247736282967,2.07535529800232,1.10031192275282,-0.930605030441016,-0.265435464083343,-0.198908632046573
"12201","Mammalia","Primates","Cercopithecidae","Semnopithecus","priam",NA,"Tufted Gray Langur",12679.29,3.04902955883192,0.165624415878176,7.60835298117005,9.44772523273266,1.11482336255798,-1.79803260902115,2.02924672021967,1.11154723782659,-0.996023302649563,-0.290509870834192,-0.252312481206877
"12202","Mammalia","Primates","Cercopithecidae","Semnopithecus","schistaceus",NA,"Nepal Gray Langur",12679.29,2.95639582342544,0.165624415878176,7.37720069374953,9.44772523273266,1.0839708992045,-1.79803260902115,1.99839425686619,1.11154723782659,-1.02073822227667,-0.290509870834192,-0.28804640271103
"12204","Mammalia","Primates","Cercopithecidae","Theropithecus","gelada",NA,"Gelada",15964.11,3.4201718730327,0.244297990930907,7.29951301820293,9.67809835664852,1.22969080508448,-1.40936652453078,1.98780763609393,1.1843442202405,-0.904006675734334,-0.0164132877227128,-0.300308032239145
"12221","Mammalia","Primates","Cercopithecidae","Trachypithecus","vetulus",NA,"Purple-faced Langur",7081.8,1.52324738552345,0.155327741534638,7.00202138853678,8.86528339166308,0.420844493764527,-1.86221793287662,1.94619887716031,0.927497954035314,-1.55194753367866,-0.335774890491764,-0.348500103925096
"12241","Mammalia","Primates","Daubentoniidae","Daubentonia","madagascariensis",NA,"Aye-aye",2610.33,13.6868231219807,0.588048254435263,9.63194444444444,7.86723192910589,2.61643355407854,-0.530946269084595,2.26508512073883,0.61211769815748,0.206868497900307,0.603069605592823,0.0208401288541709
"12248","Mammalia","Primates","Galagidae","Galago","gallarum",NA,"Somali Bushbaby",192.2,28.7888143860562,0.563657648283039,21.7898031102618,5.25853649653619,3.35998692232616,-0.573308218377522,3.08144211313148,-0.212219586939209,0.802505271669545,0.573194949638836,0.966360632397123
"12249","Mammalia","Primates","Galagidae","Galago","granti",NA,"Grant's Bushbaby",181.85,30.3826505361562,0.595738245806984,19.1068806571609,5.203182171433,3.41387173945,-0.517953893274328,2.95004851401077,-0.229711331473364,0.845670671757003,0.612232138569591,0.814178017241446
"12250","Mammalia","Primates","Galagidae","Galago","matschiei",NA,"Dusky Bushbaby",192.2,28.746540062435,0.563657648283039,21.7578063362379,5.25853649653619,3.3585174143468,-0.573308218377522,3.07997260515212,-0.212219586939209,0.801328095922339,0.573194949638836,0.964658619751243
"12251","Mammalia","Primates","Galagidae","Galago","moholi",NA,"Moholi Bushbaby",180,29.1833333333333,0.555555555555556,19.1968377224018,5.19295685089021,3.37359777006375,-0.587786664902119,2.95474556351064,-0.232942491719305,0.813408485589196,0.562984404187313,0.819618231081308
"12252","Mammalia","Primates","Galagidae","Galago","nyasae",NA,"Malawi Bushbaby",180,29.1833333333333,0.555555555555556,19.1968377224018,5.19295685089021,3.37359777006375,-0.587786664902119,2.95474556351064,-0.232942491719305,0.813408485589196,0.562984404187313,0.819618231081308
"12253","Mammalia","Primates","Galagidae","Galago","senegalensis",NA,"Senegal Bushbaby",192.2,28.7888143860562,0.563657648283039,21.7898031102618,5.25853649653619,3.35998692232616,-0.573308218377522,3.08144211313148,-0.212219586939209,0.802505271669545,0.573194949638836,0.966360632397123
"12255","Mammalia","Primates","Galagidae","Galago","zanzibaricus",NA,"Zanzibar Bushbaby",171.5,32.2162390670554,0.631690962099125,19.1659604141528,5.14458326660599,3.472470644277,-0.459354988447324,2.95313581049905,-0.248228350176137,0.892612376425528,0.65355748242669,0.81775378391875
"12256","Mammalia","Primates","Galagidae","Otolemur","crassicaudatus",NA,"Brown Greater Galago",1066.75,13.2177173658308,0.468713381767049,11.251762699636,6.97237192206811,2.58155815429815,-0.757763823645918,2.4205248007888,0.329345528001729,0.178930932829411,0.443112461978196,0.200873381366214
"12257","Mammalia","Primates","Galagidae","Otolemur","garnettii",NA,"Northern Greater Galago",473.265,8.40907044784634,0.228909807401773,17.9938584829574,6.15965548530821,2.12931093848797,-1.47442720714954,2.89003050428452,0.0725303963203075,-0.183349818054886,-0.0622956312363894,0.744663994201489
"12258","Mammalia","Primates","Galagidae","Otolemur","monteiri",NA,"Silvery Greater Galago",1094.5,13.1831886706259,0.456829602558246,11.251762699636,6.99805291696292,2.57894243233434,-0.783444818540726,2.4205248007888,0.337460619302101,0.176835561793336,0.425001612504926,0.200873381366214
"12259","Mammalia","Primates","Hominidae","Gorilla","beringei",NA,"Eastern Gorilla",139842,1.36314787402926,0.0900659315513222,5.95726061609933,11.8482684928466,0.309796638413807,-2.40721330405987,1.7846107472446,1.87010927197336,-1.64090441171821,-0.720118611268889,-0.535654610333709
"12260","Mammalia","Primates","Hominidae","Gorilla","gorilla",NA,"Western Gorilla",126215.495,1.5103462811757,0.0997896494404273,6.47684694238247,11.7457460028518,0.412338949817729,-2.30469081406506,1.86823380897861,1.83771257667174,-1.55876105234722,-0.647817308631414,-0.438800758188944
"12261","Mammalia","Primates","Hominidae","Homo","sapiens",NA,"Human",62035,11.2532743612477,0.189409204481341,9.42307692307692,11.035454020877,2.42065914063546,-1.66384550130467,2.24316167252324,1.61326316155919,0.0500398895051614,-0.195877925340603,-0.00455203412031924
"12262","Mammalia","Primates","Hominidae","Pan","paniscus",NA,"Bonobo",35119.95,2.50319262983005,0.237044756612695,5.32994553233744,10.4665246240578,0.917566969068926,-1.43950630920919,1.67334101905189,1.4334837559106,-1.15403907776478,-0.0376685819861682,-0.66452936783595
"12263","Mammalia","Primates","Hominidae","Pan","troglodytes",NA,"Common Chimpanzee",44983.5,2.4111535340736,0.188958173552525,5.95624666619008,10.7140510348471,0.880105277832479,-1.66622959236872,1.78444052870397,1.51170110812131,-1.18404843803518,-0.19755924316215,-0.535851760749214
"12264","Mammalia","Primates","Hominidae","Pongo","abelii",NA,"Sumatran Orangutan",53408.29,3.04763923353472,0.205960535340113,7.33278625447339,10.885721256345,1.11436726911789,-1.58007070456445,1.99235556024464,1.56594820901115,-0.996388664487455,-0.136797942667404,-0.295040538271273
"12265","Mammalia","Primates","Hominidae","Pongo","pygmaeus",NA,"Bornean Orangutan",58941.645,2.75685078012329,0.186625263003773,7.32035780319462,10.9843031656409,1.01408900657374,-1.67865261386043,1.99065920699647,1.59709969662986,-1.07671836687553,-0.206320253908073,-0.297005287507637
"12267","Mammalia","Primates","Hylobatidae","Hylobates","agilis",NA,"Agile Gibbon",5829.08,3.83645446622795,0.183562414652055,5.63694126425838,8.67061446243241,1.3445486239943,-1.69520053497646,1.72934158936418,0.865983353821286,-0.811997757989997,-0.217990242148624,-0.599668421051888
"12268","Mammalia","Primates","Hylobatidae","Hylobates","albibarbis",NA,"Bornean White-bearded Gibbon",5829.08,3.66207017230849,0.183562414652055,5.38071666133755,8.67061446243241,1.29802860835941,-1.69520053497646,1.68282157372929,0.865983353821286,-0.849263451633166,-0.217990242148624,-0.653548805513363
"12270","Mammalia","Primates","Hylobatidae","Hylobates","lar",NA,"Lar Gibbon",6194.305,3.45478629160172,0.172739314580086,5.12449205841671,8.731385600522,1.23976060048794,-1.75597167306605,1.63403140955986,0.885186789515449,-0.895940085355259,-0.260847496657964,-0.710058520041828
