class,order,family,genus,species,subspecies,common_name,female_maturity_d,adult_body_mass_g,maximum_longevity_y,C,C_E,E_alpha,I,taxaname,I_m,log_bodymass,log_C_E,log_I_m,log_E_alpha,Species,Age_at_maturity_avg_y
Mammalia,Primates,Cercopithecidae,Lophocebus,aterrimus,NA,Black Crested Mangabey,1752.50488,6768.75,36.68333333,0.12823638042474608,4.088425881337472,6.640159418814286,2170,Lophocebus_aterrimus,0.3205909510618652,8.8200717107493,1.408160025884572,-1.1375892642147956,1.8931359720577077,NA,NA
Mammalia,Primates,Cercopithecidae,Lophocebus,opdenboschi,NA,Opdenbosch's Mangabey,1752.50488,6768.75,36.68333333,0.12823638042474608,4.088425881337472,6.640159418814286,2170,Lophocebus_opdenboschi,0.3205909510618652,8.8200717107493,1.408160025884572,-1.1375892642147956,1.8931359720577077,NA,NA
Mammalia,Primates,Cercopithecidae,Macaca,leonina,NA,Northern Pig-tailed Macaque,1226.61352,7603.39,37.6,0.15835370801708182,5.421938327754921,10.188528233408023,1416.5,Macaca_leonina,0.1862984800200963,8.9363494794541,1.6904533765659933,-1.680405160183528,2.321262404360479,NA,NA
Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,NA,Southern Pig-tailed Macaque,1226.61352,7603.39,37.6,0.15835370801708182,5.421938327754921,10.188528233408023,1416.5,Macaca_nemestrina,0.1862984800200963,8.9363494794541,1.6904533765659933,-1.680405160183528,2.321262404360479,NA,NA
Mammalia,Primates,Cercopithecidae,Macaca,pagensis,NA,Pagai Island Macaque,1227.12,7151.5,37.6,0.1683597846605607,5.764306919805118,10.183910294021777,1416.5,Macaca_pagensis,0.19807033489477732,8.875077403894954,1.7516849244304782,-1.6191330846243834,2.320809052695275,NA,NA
Mammalia,Primates,Cercopithecidae,Macaca,siberu,NA,Siberut Macaque,1227.12,7151.5,37.6,0.1683597846605607,5.764306919805118,10.183910294021777,1416.5,Macaca_siberu,0.19807033489477732,8.875077403894954,1.7516849244304782,-1.6191330846243834,2.320809052695275,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,ajax,NA,Kashmir Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_ajax,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,dussumieri,NA,Southern Plains Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_dussumieri,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,NA,Northern Plains Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_entellus,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,hector,NA,Tarai Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_hector,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,priam,NA,Tufted Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_priam,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Cercopithecidae,Semnopithecus,schistaceus,NA,Nepal Gray Langur,1236.91904,12679.29,29.275,0.11825583293701775,3.0611918616946014,7.638702012380697,2100,Semnopithecus_schistaceus,0.16562441587817614,9.44772523273266,1.11880433741573,-1.7980326090211456,2.033227695077417,NA,NA
Mammalia,Primates,Galagidae,Galago,gallarum,NA,Somali Bushbaby,285.185,192.2,18.83333333,1.6909729448491155,30.5254513161173,23.10423642705612,108.335,Galago_gallarum,0.5636576482830385,5.258536496536192,3.418560805018257,-0.5733082183775217,3.1400159958235747,NA,NA
Mammalia,Primates,Galagidae,Galago,matschiei,NA,Dusky Bushbaby,285.185,192.2,18.83333333,1.6909729448491155,30.5254513161173,23.10423642705612,108.335,Galago_matschiei,0.5636576482830385,5.258536496536192,3.418560805018257,-0.5733082183775217,3.1400159958235747,NA,NA
Mammalia,Primates,Galagidae,Galago,moholi,NA,Moholi Bushbaby,323.23032,180,18.83333333,1.7166666666666666,30.810339889559355,20.26708492399475,100,Galago_moholi,0.5555555555555556,5.19295685089021,3.4278503443412793,-0.587786664902119,3.0089981377881667,NA,NA
Mammalia,Primates,Galagidae,Galago,nyasae,NA,Malawi Bushbaby,323.23032,180,18.83333333,1.7166666666666666,30.810339889559355,20.26708492399475,100,Galago_nyasae,0.5555555555555556,5.19295685089021,3.4278503443412793,-0.587786664902119,3.0089981377881667,NA,NA
Mammalia,Primates,Galagidae,Galago,senegalensis,NA,Senegal Bushbaby,285.185,192.2,18.83333333,1.6909729448491155,30.5254513161173,23.10423642705612,108.335,Galago_senegalensis,0.5636576482830385,5.258536496536192,3.418560805018257,-0.5733082183775217,3.1400159958235747,NA,NA
Mammalia,Primates,Hylobatidae,Hylobates,agilis,NA,Agile Gibbon,2849.06286,5829.08,57,0.08719214695972606,4.2893608490698165,6.302401183243813,1070,Hylobates_agilis,0.18356241465205486,8.670614462432413,1.4561377356095626,-1.6952005349764612,1.8409307009794431,NA,NA
Mammalia,Primates,Hylobatidae,Hylobates,albibarbis,NA,Bornean White-bearded Gibbon,2849.06286,5829.08,57,0.08719214695972606,4.2893608490698165,6.302401183243813,1070,Hylobates_albibarbis,0.18356241465205486,8.670614462432413,1.4561377356095626,-1.6952005349764612,1.8409307009794431,NA,NA
Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,NA,Nearctic Collared Lemming,40,58.44,3.3,3.3453114305270364,10.67291824890064,29.1125,23,Dicrostonyx_groenlandicus,0.3935660506502396,4.068000586882499,2.3677095282848257,-0.932506370953349,3.3711676352104596,NA,NA
Mammalia,Rodentia,Cricetidae,Dicrostonyx,nelsoni,NA,Nelson's Collared Lemming,40,58.44,3.3,3.3453114305270364,10.67291824890064,29.1125,23,Dicrostonyx_nelsoni,0.3935660506502396,4.068000586882499,2.3677095282848257,-0.932506370953349,3.3711676352104596,NA,NA
Mammalia,Rodentia,Cricetidae,Dicrostonyx,nunatakensis,NA,Ogilvie Mountains Collared Lemming,40,58.44,3.3,3.3453114305270364,10.67291824890064,29.1125,23,Dicrostonyx_nunatakensis,0.3935660506502396,4.068000586882499,2.3677095282848257,-0.932506370953349,3.3711676352104596,NA,NA
Mammalia,Rodentia,Cricetidae,Dicrostonyx,torquatus,NA,Palearctic Collared Lemming,91.308,67.885,3.8,2.5308426014583487,8.984089073887043,14.190344767161694,25.5,Dicrostonyx_torquatus,0.3756352655225749,4.217815097052244,2.195455132111729,-0.9791366448878641,2.6525617873645833,NA,NA
Mammalia,Rodentia,Cricetidae,Dicrostonyx,vinogradovi,NA,Wrangel Island Collared Lemming,91.308,67.885,3.8,2.5308426014583487,8.984089073887043,14.190344767161694,25.5,Dicrostonyx_vinogradovi,0.3756352655225749,4.217815097052244,2.195455132111729,-0.9791366448878641,2.6525617873645833,NA,NA
Mammalia,Rodentia,Cricetidae,Lemmus,amurensis,NA,Amur Brown Lemming,50.56048,60,1.666666667,8.437710937499999,12.894044126679008,11.031795059204343,27,Lemmus_amurensis,0.45,4.0943445622221,2.5567655091471146,-0.7985076962177716,2.4007815633790295,NA,NA
Mammalia,Rodentia,Cricetidae,Lemmus,portenkoi,NA,Wrangel Island Lemming,50.56048,60,1.666666667,8.437710937499999,12.894044126679008,11.031795059204343,27,Lemmus_portenkoi,0.45,4.0943445622221,2.5567655091471146,-0.7985076962177716,2.4007815633790295,NA,NA
Mammalia,Rodentia,Cricetidae,Lemmus,sibiricus,NA,Siberian Brown Lemming,50.56048,60,1.666666667,8.437710937499999,12.894044126679008,11.031795059204343,27,Lemmus_sibiricus,0.45,4.0943445622221,2.5567655091471146,-0.7985076962177716,2.4007815633790295,NA,NA
Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,NA,Golden Hamster,48,105,10,7.116489285714286,70.22902577299413,75.04166666666667,22.93,Mesocricetus_auratus,0.21838095238095237,4.653960350157523,4.2517616981253195,-1.5215142532877104,4.318043514828011,NA,NA
Mammalia,Rodentia,Cricetidae,Mesocricetus,newtoni,NA,Romanian Hamster,48,105,10,7.116489285714286,70.22902577299413,75.04166666666667,22.93,Mesocricetus_newtoni,0.21838095238095237,4.653960350157523,4.2517616981253195,-1.5215142532877104,4.318043514828011,NA,NA
Mammalia,Rodentia,Cricetidae,Microtus,arvalis,NA,Common Vole,38,25.4,4.8,9.828543307086614,46.15376226944234,45.10526315789474,8.9,Microtus_arvalis,0.3503937007874016,3.2347491740244907,3.831978480257542,-1.0486978972863967,3.8089989394313393,NA,NA
Mammalia,Rodentia,Cricetidae,Microtus,limnophilus,NA,Lacustrine Vole,36.73492,33.1,2.166666667,9.338508761329303,19.2935743587782,20.528108226586582,15.6,Microtus_limnophilus,0.4712990936555891,3.4995332823830174,2.9597721056974207,-0.7522623681275259,3.021795080004092,NA,NA
Mammalia,Rodentia,Cricetidae,Microtus,mongolicus,NA,Mongolian Vole,38,25.4,4.8,9.828543307086614,46.15376226944234,45.10526315789474,8.9,Microtus_mongolicus,0.3503937007874016,3.2347491740244907,3.831978480257542,-1.0486978972863967,3.8089989394313393,NA,NA
Mammalia,Rodentia,Cricetidae,Microtus,oeconomus,NA,Root Vole,36.73492,33.1,2.166666667,9.338508761329303,19.2935743587782,20.528108226586582,15.6,Microtus_oeconomus,0.4712990936555891,3.4995332823830174,2.9597721056974207,-0.7522623681275259,3.021795080004092,NA,NA
Mammalia,Rodentia,Cricetidae,Myodes,regulus,NA,Korean Red-backed Vole,61.78508,27.35,3.325,4.288555758683729,13.533506087665222,18.642687198915983,10,Myodes_regulus,0.3656307129798903,3.3087165288679903,2.6051685429565197,-1.0061314358739446,2.9254539618989273,NA,NA
Mammalia,Rodentia,Cricetidae,Myodes,rex,NA,Hokkaido Red-backed Vole,61.78508,27.35,3.325,4.288555758683729,13.533506087665222,18.642687198915983,10,Myodes_rex,0.3656307129798903,3.3087165288679903,2.6051685429565197,-1.0061314358739446,2.9254539618989273,NA,NA
Mammalia,Rodentia,Cricetidae,Myodes,shanseius,NA,Shanxi Red-backed Vole,61.78508,27.35,3.325,4.288555758683729,13.533506087665222,18.642687198915983,10,Myodes_shanseius,0.3656307129798903,3.3087165288679903,2.6051685429565197,-1.0061314358739446,2.9254539618989273,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,NA,White-throated Woodrat,94.14,190.5,9.5,2.3208608923884517,21.449587123143857,35.83343955810495,103.3,Neotoma_albigula,0.542257217847769,5.249652194566756,3.065705396850493,-0.6120148184411628,3.578881523307445,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,anthonyi,NA,Anthony's Woodrat,94.59,119.365,10.5,2.564188832572362,26.25947144975495,39.51696796701554,34.94,Neotoma_anthonyi,0.29271562015666236,4.782186025658515,3.2680267410923065,-1.2285537209526043,3.6767301484540234,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,bryanti,NA,Bryant's Woodrat,94.59,119.365,10.5,2.564188832572362,26.25947144975495,39.51696796701554,34.94,Neotoma_bryanti,0.29271562015666236,4.782186025658515,3.2680267410923065,-1.2285537209526043,3.6767301484540234,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,bunkeri,NA,Coronados Island Woodrat,94.59,119.365,10.5,2.564188832572362,26.25947144975495,39.51696796701554,34.94,Neotoma_bunkeri,0.29271562015666236,4.782186025658515,3.2680267410923065,-1.2285537209526043,3.6767301484540234,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,leucodon,NA,White-toothed Woodrat,94.14,190.5,9.5,2.3208608923884517,21.449587123143857,35.83343955810495,103.3,Neotoma_leucodon,0.542257217847769,5.249652194566756,3.065705396850493,-0.6120148184411628,3.578881523307445,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,martinensis,NA,San Martin Woodrat,94.59,119.365,10.5,2.564188832572362,26.25947144975495,39.51696796701554,34.94,Neotoma_martinensis,0.29271562015666236,4.782186025658515,3.2680267410923065,-1.2285537209526043,3.6767301484540234,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,nelsoni,NA,Nelson's Woodrat,94.14,198,9.5,2.2329494949494952,20.63710276241871,35.83343955810495,103.3,Neotoma_nelsoni,0.5217171717171717,5.288267030694535,3.027090560722713,-0.6506296545689424,3.578881523307445,NA,NA
Mammalia,Rodentia,Cricetidae,Neotoma,palatina,NA,Bolanos Woodrat,94.14,198,9.5,2.2329494949494952,20.63710276241871,35.83343955810495,103.3,Neotoma_palatina,0.5217171717171717,5.288267030694535,3.027090560722713,-0.6506296545689424,3.578881523307445,NA,NA
Mammalia,Rodentia,Cricetidae,Oryzomys,laticeps,NA,Atlantic Forest Oryzomys,53.85,50.825,3.991666667,16.591352700442695,63.77935681447195,26.055865059517178,34.99,Oryzomys_laticeps,0.6884407279881948,3.9283883595144102,4.155429577091928,-0.3733260531348137,3.2602428890964283,NA,NA
Mammalia,Rodentia,Cricetidae,Oryzomys,megacephalus,NA,Azara's Broad-headed Oryzomys,53.85,50.825,3.991666667,16.591352700442695,63.77935681447195,26.055865059517178,34.99,Oryzomys_megacephalus,0.6884407279881948,3.9283883595144102,4.155429577091928,-0.3733260531348137,3.2602428890964283,NA,NA
Mammalia,Rodentia,Cricetidae,Oryzomys,perenensis,NA,Western Amazonian Oryzomys,53.85,50.825,3.991666667,16.591352700442695,63.77935681447195,26.055865059517178,34.99,Oryzomys_perenensis,0.6884407279881948,3.9283883595144102,4.155429577091928,-0.3733260531348137,3.2602428890964283,NA,NA
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,NA,North American Deermouse,59.95794,20.5,8.333333333,7.152687195121952,58.430766651895354,49.73000617674657,8.95,Peromyscus_maniculatus,0.4365853658536585,3.0204248861443626,4.067842577341048,-0.8287713538575986,3.9066084969322814,NA,NA
Mammalia,Rodentia,Cricetidae,Peromyscus,slevini,NA,Catalina Deermouse,59.95794,20.5,8.333333333,7.152687195121952,58.430766651895354,49.73000617674657,8.95,Peromyscus_slevini,0.4365853658536585,3.0204248861443626,4.067842577341048,-0.8287713538575986,3.9066084969322814,NA,NA
Mammalia,Rodentia,Cricetidae,Sigmodon,alleni,NA,Allen's Cotton Rat,45.095,159.6,5.2,1.3497744360902257,6.852065209599342,41.08892338396718,19.8,Sigmodon_alleni,0.12406015037593986,5.072670685015709,1.924550097287479,-2.086988747315219,3.7157385811397208,NA,NA
Mammalia,Rodentia,Cricetidae,Sigmodon,hirsutus,NA,Southern Cotton Rat,40,159.6,5.2,1.3497744360902257,6.8709065815223,46.45,19.8,Sigmodon_hirsutus,0.12406015037593986,5.072670685015709,1.9272960599038702,-2.086988747315219,3.8383764652598478,NA,NA
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,NA,Hispid Cotton Rat,40,159.6,5.2,1.3497744360902257,6.8709065815223,46.45,19.8,Sigmodon_hispidus,0.12406015037593986,5.072670685015709,1.9272960599038702,-2.086988747315219,3.8383764652598478,NA,NA
Mammalia,Rodentia,Cricetidae,Sigmodon,planifrons,NA,Miahuatlan Cotton Rat,45.095,159.6,5.2,1.3497744360902257,6.852065209599342,41.08892338396718,19.8,Sigmodon_planifrons,0.12406015037593986,5.072670685015709,1.924550097287479,-2.086988747315219,3.7157385811397208,NA,NA
Mammalia,Rodentia,Cricetidae,Sigmodon,toltecus,NA,Toltec Cotton Rat,40,159.6,5.2,1.3497744360902257,6.8709065815223,46.45,19.8,Sigmodon_toltecus,0.12406015037593986,5.072670685015709,1.9272960599038702,-2.086988747315219,3.8383764652598478,NA,NA
Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,NA,Peter's Climbing Rat,95.8734,280,5.416666667,1.9765714285714284,10.187248782498388,19.621813072812692,40,Tylomys_nudicaudus,0.14285714285714285,5.634789603169249,2.321136818876272,-1.9459101490553135,2.9766418592873367,NA,NA
Mammalia,Rodentia,Cricetidae,Tylomys,tumbalensis,NA,Tumbala Climbing Rat,95.8734,280,5.416666667,1.9765714285714284,10.187248782498388,19.621813072812692,40,Tylomys_tumbalensis,0.14285714285714285,5.634789603169249,2.321136818876272,-1.9459101490553135,2.9766418592873367,NA,NA
Mammalia,Rodentia,Geomyidae,Cratogeomys,castanops,NA,Yellow-faced Pocket Gopher,310.4472,266.415,4.7,1.9613610344762866,7.550180310415898,4.525899412202783,68.8,Cratogeomys_castanops,0.25824371750839853,5.5850552433874,2.02157144515005,-1.3538514984481018,1.5098163225284054,NA,NA
Mammalia,Rodentia,Geomyidae,Cratogeomys,goldmani,NA,Goldman's Pocket Gopher,310.4472,266.415,4.7,1.9613610344762866,7.550180310415898,4.525899412202783,68.8,Cratogeomys_goldmani,0.25824371750839853,5.5850552433874,2.02157144515005,-1.3538514984481018,1.5098163225284054,NA,NA
Mammalia,Rodentia,Geomyidae,Geomys,knoxjonesi,NA,Knox Jones's Pocket Gopher,92.8,176.7,12,0.4316638370118846,5.0702169918831554,46.19827586206897,22.5,Geomys_knoxjonesi,0.1273344651952462,5.174453379325651,1.6233836158752317,-2.0609380701152764,3.832942478388486,NA,NA
Mammalia,Rodentia,Geomyidae,Geomys,texensis,NA,Central Texas Pocket Gopher,92.8,176.7,12,0.4316638370118846,5.0702169918831554,46.19827586206897,22.5,Geomys_texensis,0.1273344651952462,5.174453379325651,1.6233836158752317,-2.0609380701152764,3.832942478388486,NA,NA
Mammalia,Rodentia,Muridae,Acomys,airensis,NA,Western Saharan Spiny mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_airensis,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,cahirinus,NA,Northeast African Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_cahirinus,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,chudeaui,NA,Chudeau's Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_chudeaui,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,cineraceus,NA,Gray Spiny Mouse,58,43.6,7.483333333,2.4943600917431197,18.269763949673347,46.093390802500004,12.58,Acomys_cineraceus,0.2885321100917431,3.775057150354989,2.9052474502009957,-1.2429488990826942,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,dimidiatus,NA,Eastern Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_dimidiatus,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,ignitus,NA,Fiery Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_ignitus,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,johannis,NA,Johan's Spiny Mouse,58,43.6,7.483333333,2.4943600917431197,18.269763949673347,46.093390802500004,12.58,Acomys_johannis,0.2885321100917431,3.775057150354989,2.9052474502009957,-1.2429488990826942,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,kempi,NA,Kemp's Spiny Mouse,58,43.6,7.483333333,2.4943600917431197,18.269763949673347,46.093390802500004,12.58,Acomys_kempi,0.2885321100917431,3.775057150354989,2.9052474502009957,-1.2429488990826942,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,minous,NA,Crete Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_minous,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,mullah,NA,Mullah Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_mullah,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,nesiotes,NA,Cyprus Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_nesiotes,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Acomys,seurati,NA,Seurat's Spiny Mouse,58,45.2,7.483333333,2.4060641592920358,17.623046641720308,46.093390802500004,12.58,Acomys_seurati,0.27831858407079646,3.8110970868381857,2.869207513717799,-1.278988835565891,3.830669573184508,NA,NA
Mammalia,Rodentia,Muridae,Apodemus,alpicola,NA,Alpine Field Mouse,51.41406,29.375,4.5,4.561021276595745,19.88212828830778,30.946514241435125,8.7,Apodemus_alpicola,0.2961702127659574,3.380143972464323,2.989821252254187,-1.2168209468037852,3.4322603673092082,NA,NA
Mammalia,Rodentia,Muridae,Apodemus,flavicollis,NA,Yellow-necked Field Mouse,51.41406,29.375,4.5,4.561021276595745,19.88212828830778,30.946514241435125,8.7,Apodemus_flavicollis,0.2961702127659574,3.380143972464323,2.989821252254187,-1.2168209468037852,3.4322603673092082,NA,NA
Mammalia,Rodentia,Muridae,Apodemus,gurkha,NA,Nepalese Field Mouse,51.41406,29.375,4.5,4.561021276595745,19.88212828830778,30.946514241435125,8.7,Apodemus_gurkha,0.2961702127659574,3.380143972464323,2.989821252254187,-1.2168209468037852,3.4322603673092082,NA,NA
Mammalia,Rodentia,Muridae,Apodemus,ponticus,NA,Caucasus Field Mouse,51.41406,29.375,4.5,4.561021276595745,19.88212828830778,30.946514241435125,8.7,Apodemus_ponticus,0.2961702127659574,3.380143972464323,2.989821252254187,-1.2168209468037852,3.4322603673092082,NA,NA
Mammalia,Rodentia,Muridae,Arvicanthis,ansorgei,NA,Sudanian Arvicanthis,51.89,95.8,6.7,3.9639874739039667,25.995178239482943,46.12854114472924,21.7,Arvicanthis_ansorgei,0.2265135699373695,4.562262684976814,3.2579110684954937,-1.484950424430401,3.8314318721992695,NA,NA
Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,NA,African Arvicanthis,51.89,95.8,6.7,3.9639874739039667,25.995178239482943,46.12854114472924,21.7,Arvicanthis_niloticus,0.2265135699373695,4.562262684976814,3.2579110684954937,-1.484950424430401,3.8314318721992695,NA,NA
Mammalia,Rodentia,Muridae,Gerbillus,floweri,NA,Flower's Gerbil,78.15,39.9,8.2,4.548872180451128,36.32679472654238,37.298144593729994,11,Gerbillus_floweri,0.2756892230576441,3.686376323895818,3.5925556157111957,-1.2884810510974474,3.6189435826171135,NA,NA
Mammalia,Rodentia,Muridae,Gerbillus,hesperinus,NA,Moroccan Gerbil,78.15,39.9,8.2,4.548872180451128,36.32679472654238,37.298144593729994,11,Gerbillus_hesperinus,0.2756892230576441,3.686376323895818,3.5925556157111957,-1.2884810510974474,3.6189435826171135,NA,NA
Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,NA,Greater Egyptian Gerbil,78.15,39.9,8.2,4.548872180451128,36.32679472654238,37.298144593729994,11,Gerbillus_pyramidum,0.2756892230576441,3.686376323895818,3.5925556157111957,-1.2884810510974474,3.6189435826171135,NA,NA
Mammalia,Rodentia,Muridae,Meriones,grandis,NA,Moroccan Jird,97.24248,137.8,4.658333333,3.8983127721335267,17.121060597990777,16.485070995155613,25,Meriones_grandis,0.18142235123367198,4.925803358579558,2.8403093196119418,-1.7069275337113574,2.8024551831662627,NA,NA
Mammalia,Rodentia,Muridae,Meriones,shawi,NA,Shaw's Jird,97.24248,137.8,4.658333333,3.8983127721335267,17.121060597990777,16.485070995155613,25,Meriones_shawi,0.18142235123367198,4.925803358579558,2.8403093196119418,-1.7069275337113574,2.8024551831662627,NA,NA
Mammalia,Rodentia,Muridae,Mus,macedonicus,NA,Macedonian Mouse,53.355,20.5,6,12.110834390243904,70.89466779655531,40.0458251335395,8.95,Mus_macedonicus,0.4365853658536585,3.0204248861443626,4.261195223327006,-0.8287713538575986,3.6900244267210476,NA,NA
Mammalia,Rodentia,Muridae,Mus,minutoides,NA,Southern African Pygmy Mouse,60,7.585,4.3,7.340487804878048,30.357442031406613,25.158333333333335,3.33,Mus_minutoides,0.43902439024390244,2.0261726128004955,3.4130416944128146,-0.8232003088081431,3.225189186924793,NA,NA
Mammalia,Rodentia,Muridae,Mus,musculoides,NA,Subsaharan Pygmy Mouse,60,7.585,4.3,7.340487804878048,30.357442031406613,25.158333333333335,3.33,Mus_musculoides,0.43902439024390244,2.0261726128004955,3.4130416944128146,-0.8232003088081431,3.225189186924793,NA,NA
Mammalia,Rodentia,Muridae,Mus,musculus,NA,House Mouse,53.355,20.5,6,12.110834390243904,70.89466779655531,40.0458251335395,8.95,Mus_musculus,0.4365853658536585,3.0204248861443626,4.261195223327006,-0.8287713538575986,3.6900244267210476,NA,NA
Mammalia,Rodentia,Muridae,Mus,neavei,NA,Neave's Mouse,60,7.585,4.3,7.340487804878048,30.357442031406613,25.158333333333335,3.33,Mus_neavei,0.43902439024390244,2.0261726128004955,3.4130416944128146,-0.8232003088081431,3.225189186924793,NA,NA
Mammalia,Rodentia,Muridae,Mus,orangiae,NA,Orange Mouse,60,7.585,4.3,7.340487804878048,30.357442031406613,25.158333333333335,3.33,Mus_orangiae,0.43902439024390244,2.0261726128004955,3.4130416944128146,-0.8232003088081431,3.225189186924793,NA,NA
Mammalia,Rodentia,Muridae,Mus,vulcani,NA,Javan Shrew-like Mouse,90.79444,60.315,3.908333333,4.88693251056951,17.884127526865253,14.711773392126215,22.125,Mus_vulcani,0.36682417309127086,4.099580829017347,2.8839135891260717,-1.0028726381233537,2.688648084255594,NA,NA
Mammalia,Rodentia,Muridae,Otomys,anchietae,NA,Angolan Vlei Rat,97.8836,114.45,1.833333333,1.798165137614679,2.8144145040296595,5.836351202295379,30,Otomys_anchietae,0.2621231979030144,4.740138046398576,1.0347542484947205,-1.3389406647364204,1.7641058074474434,NA,NA
Mammalia,Rodentia,Muridae,Otomys,angoniensis,NA,Angoni Vlei Rat,82.1772,114.45,1.833333333,2.4325032765399737,3.9119282210004487,7.142972339590544,30,Otomys_angoniensis,0.2621231979030144,4.740138046398576,1.3640304035892183,-1.3389406647364204,1.9661289837854614,NA,NA
Mammalia,Rodentia,Muridae,Otomys,barbouri,NA,Barbour's Vlei Rat,97.8836,114.45,1.833333333,1.798165137614679,2.8144145040296595,5.836351202295379,30,Otomys_barbouri,0.2621231979030144,4.740138046398576,1.0347542484947205,-1.3389406647364204,1.7641058074474434,NA,NA
Mammalia,Rodentia,Muridae,Otomys,cuanzensis,NA,Cuanza Vlei Rat,82.1772,130.65,1.833333333,2.6268656716417906,4.224499943239419,7.142972339590544,30,Otomys_cuanzensis,0.22962112514351318,4.872521991966622,1.4409008971747153,-1.4713246103044662,1.9661289837854614,NA,NA
Mammalia,Rodentia,Muridae,Otomys,irroratus,NA,Southern African Vlei Rat,97.8836,114.45,1.833333333,1.798165137614679,2.8144145040296595,5.836351202295379,30,Otomys_irroratus,0.2621231979030144,4.740138046398576,1.0347542484947205,-1.3389406647364204,1.7641058074474434,NA,NA
