class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Falconiformes,Falconidae,Falco,hypoleucos,NA,Grey Falcon,NA,3,NA,479.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,335,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,jugger,NA,Laggar Falcon,NA,3.75,NA,755,NA,NA,NA,NA,NA,43,30.5,NA,NA,NA,NA,755,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,longipennis,NA,Australian Hobby,NA,2.8,NA,246,10.5,NA,NA,NA,NA,28,NA,NA,10.5,NA,NA,287.5,213,218.05,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,mexicanus,NA,Prairie Falcon,545.968,4.25,1,754.5,20,NA,NA,30.6,NA,49,31,38.5,13,365,NA,908,562.5,648.35,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,moluccensis,NA,Spotted Kestrel,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,naumanni,NA,Lesser Kestrel,545.202,4.2,1,152.5,10.91666667,NA,NA,NA,NA,16,27.75,27,6.2,365,NA,170,133,155.75,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,newtoni,NA,Malagasy Kestrel,NA,4,NA,115,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,145,105,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,novaeseelandiae,NA,New Zealand Falcon,NA,2.885,NA,430.5,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,531,330,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,pelegrinoides,NA,Barbary Falcon,726.936,3.5,1,798,25,NA,NA,35.5,NA,47.1,30,39,17.33666667,365,NA,939.4166667,622.4166667,814.5,NA,NA,NA,40.75,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,peregrinus,NA,Peregrine Falcon,726.936,3.5,1,827.25,25,NA,NA,35.5,NA,47.1,30,39,17.33666667,365,NA,939.4166667,639.8333333,814.5,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,punctatus,NA,Mauritius Kestrel,NA,3,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,143,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,rufigularis,NA,Bat Falcon,NA,2.5,NA,167.25,NA,NA,NA,NA,NA,23,NA,37.5,NA,NA,NA,207.75,128.5,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,rupicoloides,NA,Greater Kestrel,NA,6.5,1,261,6.5,NA,NA,19,NA,24.5,23,33.5,6.5,NA,NA,272,260,261,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,rupicolus,NA,Rock Kestrel,365,4.5,1,204.75,23.834,NA,NA,16,NA,21,28,29.5,20.41666667,365,NA,221,196,223.25,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,rusticolus,NA,Gyrfalcon,728.468,3.61,1,1415.75,13.5,NA,NA,52.08,NA,69.75,35,47.75,12.917,730,NA,1735,1132,1181.75,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,severus,NA,Oriental Hobby,NA,3.75,NA,210.25,NA,NA,NA,NA,NA,22,25,35,NA,NA,NA,220.5,179.5,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,sparverius,NA,American Kestrel,365,4.6,1.25,115.5,17,NA,NA,9,NA,15.7,29,30,14,365,NA,120,111,113.75,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,subbuteo,NA,Eurasian Hobby,545.968,3,1,210,14.1,NA,NA,17,NA,24.5,29.5,31,10.8,365,NA,231,181.75,209.25,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,subniger,NA,Black Falcon,NA,3.5,NA,692.775,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,852.3,653.75,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,tinnunculus,NA,Common Kestrel,365,4.5,1,204.75,23.834,NA,NA,16,NA,21,28,29.5,20.41666667,365,NA,221,196,223.25,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,vespertinus,NA,Red-footed Falcon,363.468,3.5,1,156.75,18,NA,NA,11.8,NA,17,24.5,23.5,13.225,NA,NA,168.5,144.25,155,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Falco,zoniventris,NA,Banded Kestrel,NA,3,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Herpetotheres,cachinnans,NA,Laughing Falcon,NA,1,NA,638.25,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,681,596.25,NA,NA,NA,NA,47.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Ibycter,americanus,NA,Red-throated Caracara,NA,2.75,NA,624,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,386,NA,624.75,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,gilvicollis,NA,Lined Forest Falcon,NA,NA,NA,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,mintoni,NA,Cryptic Forest Falcon,NA,NA,NA,210.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,202.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,mirandollei,NA,Slaty-backed Forest Falcon,NA,NA,NA,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,plumbeus,NA,Plumbeous Forest Falcon,NA,NA,NA,196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.75,180,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,ruficollis,NA,Barred Forest Falcon,NA,2.7,NA,170.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,161,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Micrastur,semitorquatus,NA,Collared Forest Falcon,NA,2.7,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,556.5,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Microhierax,caerulescens,NA,Collared Falconet,NA,4.75,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Microhierax,erythrogenys,NA,Philippine Falconet,NA,4.5,NA,43.5,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,58.625,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Microhierax,fringillarius,NA,Black-thighed Falconet,NA,4.75,NA,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Microhierax,latifrons,NA,White-fronted Falconet,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Microhierax,melanoleucos,NA,Pied Falconet,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Milvago,chimachima,NA,Yellow-headed Caracara,NA,2,NA,323,NA,NA,NA,NA,NA,29.25,NA,NA,NA,NA,NA,332.75,304,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Milvago,chimango,NA,Chimango Caracara,NA,3,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Phalcoboenus,albogularis,NA,White-throated Caracara,NA,2,NA,791.5,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,802,787.75,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Phalcoboenus,australis,NA,Striated Caracara,1817.34,2.5,NA,1187,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,1187,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Phalcoboenus,carunculatus,NA,Carunculated Caracara,NA,2,NA,788,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,795,787.75,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Phalcoboenus,megalopterus,NA,Mountain Caracara,NA,2,NA,788,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,795,787.75,NA,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Polihierax,insignis,NA,White-rumped Falcon,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Polihierax,semitorquatus,NA,Pygmy Falcon,364.359,3,1.75,61.025,20,NA,NA,NA,NA,8.5,28.5,30,20,365.25,1,59.6,61.5,61.5,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA
Aves,Falconiformes,Falconidae,Spiziapteryx,circumcincta,NA,Spot-winged Falconet,NA,3,NA,168.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,144,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Aburria,aburri,NA,Wattled Guan,NA,NA,NA,1328.75,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,1325,1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Aburria,jacutinga,NA,NA,NA,3,NA,1370,NA,NA,NA,NA,NA,106,28,NA,NA,NA,NA,NA,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Chamaepetes,goudotii,NA,Sickle-winged Guan,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Chamaepetes,unicolor,NA,Black Guan,NA,2.5,NA,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,alberti,NA,Blue-billed Curassow,NA,2,NA,2800,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,alector,NA,Black Curassow,NA,2,NA,2912.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892.25,3300,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,blumenbachii,NA,Red-billed Curassow,730.5,2,NA,3500,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,daubentoni,NA,Yellow-knobbed Curassow,NA,2,NA,2644,NA,NA,NA,NA,NA,196.5,NA,NA,NA,NA,NA,2325,2688,2800,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,fasciolata,NA,Bare-faced Curassow,NA,2,NA,2540,NA,NA,NA,NA,NA,185,30,NA,NA,NA,NA,2200,2750,2570,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,globulosa,NA,Wattled Curassow,NA,2,NA,2500,20,NA,NA,NA,NA,182,29,NA,20,NA,NA,2500,NA,2500,NA,NA,NA,85.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Crax,rubra,NA,Great Curassow,NA,2,NA,4133,24,NA,NA,123,NA,218,NA,20,24,NA,NA,3685,4200,4168.75,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Mitu,mitu,NA,Alagoas Curassow,NA,2.5,NA,2960,NA,NA,NA,103,NA,196,30,NA,NA,NA,NA,2745,3410,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Mitu,salvini,NA,Salvin's Curassow,NA,2,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Mitu,tomentosum,NA,Crestless Curassow,726.936,2,NA,2200,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,1967,2433,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Mitu,tuberosum,NA,Razor-billed Curassow,NA,3,NA,3180,23,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,2320,3243,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Nothocrax,urumutum,NA,Nocturnal Curassow,NA,2,NA,1475,NA,NA,NA,NA,NA,108,28,NA,NA,NA,NA,1250,NA,1700,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Oreophasis,derbianus,NA,Horned Guan,NA,2,NA,2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,2222,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,araucuan,NA,East Brazilian Chachalaca,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,canicollis,NA,Chaco Chachalaca,NA,4,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,cinereiceps,NA,Grey-headed Chachalaca,NA,3,NA,512.5,NA,NA,NA,35.1,NA,63,26,NA,NA,NA,NA,630,755,493,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,columbiana,NA,Colombian Chachalaca,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,erythroptera,NA,Rufous-headed Chachalaca,NA,3,NA,632.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.25,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,garrula,NA,Chestnut-winged Chachalaca,NA,3,NA,612.25,NA,NA,NA,35.1,NA,63,26,NA,NA,NA,NA,630,755,532,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,guttata,NA,Speckled Chachalaca,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,leucogastra,NA,White-bellied Chachalaca,456.4375,3,2,560,8.833333333,NA,NA,NA,NA,56,24,NA,4.5,365,NA,542,584,540.75,NA,NA,NA,49.75,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,motmot,NA,Little Chachalaca,NA,3,NA,476.25,NA,NA,NA,NA,NA,52.2,28,NA,NA,NA,NA,385,469,502.5,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,poliocephala,NA,West Mexican Chachalaca,456.4375,3,2,561.5,8.833333333,NA,NA,NA,NA,56,24,NA,4.5,365,NA,542,584,540.75,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,ruficauda,NA,Rufous-vented Chachalaca,NA,3.5,NA,608,NA,NA,NA,NA,NA,68,25,NA,NA,NA,NA,537,640,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,ruficeps,NA,Chestnut-headed Chachalaca,NA,3,NA,476.25,NA,NA,NA,NA,NA,52.2,28,NA,NA,NA,NA,385,469,502.5,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,squamata,NA,Scaled Chachalaca,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,superciliaris,NA,Buff-browed Chachalaca,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,vetula,NA,Plain Chachalaca,456.4375,3,2,560,8.833333333,NA,NA,NA,NA,56,24,NA,4.5,365,NA,542,584,540.75,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Ortalis,wagleri,NA,Rufous-bellied Chachalaca,NA,3,NA,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pauxi,koepckeae,NA,Sira Curassow,NA,NA,NA,3745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3630,3860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pauxi,pauxi,NA,Helmeted Curassow,NA,2,NA,3112.5,NA,NA,NA,NA,NA,190,35,NA,NA,NA,NA,2675,3587.5,NA,NA,NA,NA,88.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pauxi,unicornis,NA,Horned Curassow,NA,NA,NA,3745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3630,3860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,albipennis,NA,White-winged Guan,NA,3,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,argyrotis,NA,Band-tailed Guan,NA,NA,NA,802.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.25,838.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,barbata,NA,Bearded Guan,NA,NA,NA,802.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.25,838.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,dabbenei,NA,Red-faced Guan,NA,3,NA,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,NA,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,jacquacu,NA,Spix's Guan,NA,2.5,NA,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,1579,1760,NA,NA,NA,71.25,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,jacucaca,NA,White-browed Guan,NA,2.5,NA,1490,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,1411,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,marail,NA,Marail Guan,NA,3,NA,885,NA,NA,NA,NA,NA,87,29,NA,NA,NA,NA,856,898,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,montagnii,NA,Andean Guan,NA,2,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,obscura,NA,Dusky-legged Guan,NA,3,NA,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,ochrogaster,NA,Chestnut-bellied Guan,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,perspicax,NA,Cauca Guan,NA,2.25,NA,2060,NA,NA,NA,62.2,NA,103.4,26,NA,NA,NA,NA,1750,NA,2067.5,NA,NA,NA,78.75,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,pileata,NA,White-crested Guan,NA,3,NA,1420,NA,NA,NA,67,NA,114,NA,NA,NA,NA,NA,1420,1100,1600,NA,NA,NA,78.75,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,purpurascens,NA,Crested Guan,NA,2.5,NA,2060,NA,NA,NA,62.2,NA,103.4,26,NA,NA,NA,NA,1750,NA,2067.5,NA,NA,NA,81.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelope,superciliaris,NA,Rusty-margined Guan,726.936,3,NA,895,NA,NA,NA,45,NA,72,26.5,NA,NA,NA,NA,925,895,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Penelopina,nigra,NA,Highland Guan,NA,2,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pipile,cujubi,NA,Red-throated Piping Guan,NA,2.5,NA,1200,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,1139.5,1325,1200,NA,NA,NA,66.75,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pipile,cumanensis,NA,Blue-throated Piping Guan,NA,3,NA,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139.5,1325,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pipile,jacutinga,NA,Black-fronted Piping Guan,NA,3,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Cracidae,Pipile,pipile,NA,Trinidad Piping Guan,NA,2,NA,1675,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,1675,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Megapodiidae,Aepypodius,arfakianus,NA,Wattled Brushturkey,NA,20,1,1487.75,NA,NA,NA,120,NA,192,NA,NA,NA,NA,NA,1440,1487.75,NA,59.4,91.1,NA,42,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Megapodiidae,Alectura,lathami,NA,Australian Brushturkey,NA,14.78,21,2330,12.5,NA,NA,80,NA,185,42,NA,12.5,NA,NA,2160,2520,2000.75,59.1,93.8,NA,65,NA,NA,NA,NA,NA,NA,730.5
Aves,Galliformes,Megapodiidae,Eulipoa,wallacei,NA,Moluccan Megapode,NA,9,1.5,510,NA,NA,NA,69.1,NA,103.6,74.2,NA,NA,NA,NA,498.8,510,NA,48.9,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Megapodiidae,Leipoa,ocellata,NA,Malleefowl,NA,18.6,1,1867.5,7.5,NA,NA,114,NA,174,70,NA,7.5,NA,NA,1794,2037.5,1750,58.5,91,NA,60,NA,NA,NA,NA,NA,NA,1278.375
Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,NA,Maleo,NA,14,1,1594,23,NA,NA,149,NA,161,73.5,NA,23,NA,NA,1603,1504.75,1650,61.8,106.1,NA,NA,NA,NA,NA,NA,NA,NA,913.125
Aves,Galliformes,Megapodiidae,Megapodius,bernsteinii,NA,Sula Megapode,NA,10,NA,926,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,930.75,753.5,NA,52.3,82.6,NA,43,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Megapodiidae,Megapodius,cumingii,NA,Philippine Megapode,NA,5.5,52,841,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,930.75,753.5,NA,51.65,83.15,NA,43,NA,NA,NA,NA,NA,NA,NA
Aves,Galliformes,Megapodiidae,Megapodius,decollatus,NA,New Guinea Scrubfowl,NA,18,NA,715,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,621,715,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
